t_ps,Delta_live_meV,Delta_fold_of_A_meV,g1,A_um_inv,lorentzian,mu_nl_meV
3.220000000000000084e-01,6.053808378046084959e-01,2.079067077945070952e-01,8.760263445701496066e-01,1.452617503225669182e+00,9.688322202200426725e-01,-3.742981507428425059e-02
3.240000000000000102e-01,6.054362981718195424e-01,2.077458624631834672e-01,8.760494075149207749e-01,1.452926726015973724e+00,9.682069477772383692e-01,-3.699822830865730910e-02
3.260000000000000120e-01,6.054919680836539086e-01,2.075851033561454395e-01,8.760729325882955498e-01,1.453235783041353812e+00,9.675736885357379968e-01,-3.636715226835703085e-02
3.280000000000000138e-01,6.055478492952540703e-01,2.074244322757038683e-01,8.760967496725192705e-01,1.453544670836893316e+00,9.669323824686055779e-01,-3.567301241108704335e-02
3.300000000000000155e-01,6.056039428096287036e-01,2.072638510373147336e-01,8.761204847688031094e-01,1.453853385912404761e+00,9.662829780496409171e-01,-3.508859071327222190e-02
3.320000000000000173e-01,6.056602491076261696e-01,2.071033614684107682e-01,8.761436804553935920e-01,1.454161924754675539e+00,9.656254299455325762e-01,-3.473822926839761210e-02
3.340000000000000191e-01,6.057167683348320120e-01,2.069429654075939928e-01,8.761659498510854238e-01,1.454470283829020216e+00,9.649596970779905636e-01,-3.468836793213103675e-02
3.360000000000000209e-01,6.057735003558654130e-01,2.067826647039107124e-01,8.761871188149213951e-01,1.454778459580674310e+00,9.642857421544210883e-01,-3.489377662268441233e-02
3.380000000000000226e-01,6.058304449045801565e-01,2.066224612164400398e-01,8.762073153437656137e-01,1.455086448435585655e+00,9.636035300116829738e-01,-3.519652405297042652e-02
3.400000000000000244e-01,6.058876017538064040e-01,2.064623568142606724e-01,8.762269427978696124e-01,1.455394246800477687e+00,9.629130256318159109e-01,-3.545512920358351305e-02
3.420000000000000262e-01,6.059449706327425522e-01,2.063023533762259054e-01,8.762465348709480573e-01,1.455701851063282648e+00,9.622141951418714534e-01,-3.563415384273990044e-02
3.440000000000000280e-01,6.060025509917825737e-01,2.061424527901694059e-01,8.762665301243967031e-01,1.456009257594667927e+00,9.615070087448694958e-01,-3.576958317509841556e-02
3.460000000000000298e-01,6.060603420162549160e-01,2.059826569521101824e-01,8.762870830783108245e-01,1.456316462749564833e+00,9.607914406975248678e-01,-3.590953439260489988e-02
3.480000000000000315e-01,6.061183429943680645e-01,2.058229677663181989e-01,8.763081008626011359e-01,1.456623462867042251e+00,9.600674648401626987e-01,-3.605340108817048361e-02
3.500000000000000333e-01,6.061765536504462037e-01,2.056633871462087704e-01,8.763294838483929317e-01,1.456930254268587355e+00,9.593350503437781951e-01,-3.610528292968643443e-02
3.519999999999999796e-01,6.062349740711586721e-01,2.055039170151016226e-01,8.763512772267363360e-01,1.457236833256646102e+00,9.585941624395805105e-01,-3.594934150922447780e-02
3.539999999999999813e-01,6.062936043746006698e-01,2.053445593061939134e-01,8.763735967120331871e-01,1.457543196114675421e+00,9.578447664930890282e-01,-3.558306216494934449e-02
3.559999999999999831e-01,6.063524445527884721e-01,2.051853159621355449e-01,8.763965042908868908e-01,1.457849339107959219e+00,9.570868300341187629e-01,-3.510558555592174085e-02
3.579999999999999849e-01,6.064114946066808676e-01,2.050261889349327959e-01,8.764199478919367792e-01,1.458155258483794237e+00,9.563203210689688039e-01,-3.460218373487641830e-02
3.599999999999999867e-01,6.064707547301141366e-01,2.048545495043244125e-01,8.764437071179267402e-01,1.458460950470769513e+00,9.555452056697346652e-01,-3.411223102336486540e-02
3.619999999999999885e-01,6.065302253357003348e-01,2.046826200865804468e-01,8.764673992884419729e-01,1.458766411277877983e+00,9.547614475449741622e-01,-3.366240345584303045e-02
3.639999999999999902e-01,6.065899069478870587e-01,2.045108229340621420e-01,8.764906637833508318e-01,1.459071637094121465e+00,9.539690093658914627e-01,-3.327330654857788700e-02
3.659999999999999920e-01,6.066498001382845118e-01,2.043391602031011667e-01,8.765133919172118926e-01,1.459376624088423169e+00,9.531678535889210879e-01,-3.296864189382260613e-02
3.679999999999999938e-01,6.067099056200973006e-01,2.041676340616550289e-01,8.765357317044214502e-01,1.459681368409051050e+00,9.523579411651115212e-01,-3.277592297721063780e-02
3.699999999999999956e-01,6.067702243323312983e-01,2.039962466898916083e-01,8.765578593272734809e-01,1.459985866182579306e+00,9.515392303333770618e-01,-3.268107990521589012e-02
3.719999999999999973e-01,6.068307572551785434e-01,2.038250002802582950e-01,8.765797768690262171e-01,1.460290113513765586e+00,9.507116790530184547e-01,-3.264052501955814339e-02
3.739999999999999991e-01,6.068915051324726972e-01,2.036538970367328671e-01,8.766013004884299908e-01,1.460594106486881927e+00,9.498752488293418228e-01,-3.267514654391776713e-02
3.760000000000000009e-01,6.069524685401984643e-01,2.034829391742464522e-01,8.766221772686387803e-01,1.460897841166739930e+00,9.490299038863757586e-01,-3.284887684517497769e-02
3.780000000000000027e-01,6.070136482115200405e-01,2.033121289190596981e-01,8.766422561632079002e-01,1.461201313598022411e+00,9.481756067044297964e-01,-3.311786961006994712e-02
3.800000000000000044e-01,6.070750450731443593e-01,2.031414685092666206e-01,8.766616844404487852e-01,1.461504519804388336e+00,9.473123174408816238e-01,-3.332965347061293132e-02
3.820000000000000062e-01,6.071366599335162872e-01,2.029709601943662234e-01,8.766809648814489764e-01,1.461807455789233767e+00,9.464399982765316910e-01,-3.340463137430454976e-02
3.840000000000000080e-01,6.071984933416004759e-01,2.028006062343826188e-01,8.767006994047481516e-01,1.462110117537255283e+00,9.455586155033610662e-01,-3.338975397260404016e-02
3.860000000000000098e-01,6.072605458036983705e-01,2.026304088996228325e-01,8.767212091771365845e-01,1.462412501014880073e+00,9.446681365381731643e-01,-3.332211006272519510e-02
3.880000000000000115e-01,6.073228179487512035e-01,2.024603704709442287e-01,8.767424166977656474e-01,1.462714602169790989e+00,9.437685275571552346e-01,-3.317793213958041693e-02
3.900000000000000133e-01,6.073853103453480395e-01,2.022904932394567756e-01,8.767640264105656112e-01,1.463016416931455455e+00,9.428597561170408703e-01,-3.296665777660436752e-02
3.920000000000000151e-01,6.074480231812107167e-01,2.021207795051976064e-01,8.767857560610403667e-01,1.463317941213480244e+00,9.419417959009546149e-01,-3.274481355608433591e-02
3.940000000000000169e-01,6.075109561419619331e-01,2.019512315753666798e-01,8.768075172291084352e-01,1.463619170916746315e+00,9.410146287011534882e-01,-3.251361088173207459e-02
3.960000000000000187e-01,6.075741085520366402e-01,2.017818517629544894e-01,8.768294948258369415e-01,1.463920101931846629e+00,9.400782425694954592e-01,-3.220049091204894853e-02
3.980000000000000204e-01,6.076374795927715899e-01,2.016126423860316319e-01,8.768519759847164252e-01,1.464220730140348703e+00,9.391326287303548570e-01,-3.177498261407328550e-02
4.000000000000000222e-01,6.077010683899898291e-01,2.014436057673064384e-01,8.768750384570501710e-01,1.464521051415580200e+00,9.381777803343854805e-01,-3.133053968031859066e-02
4.020000000000000240e-01,6.077648739410103085e-01,2.012747442334330006e-01,8.768984698596475891e-01,1.464821061623858611e+00,9.372136935958501613e-01,-3.101339746811243234e-02
4.040000000000000258e-01,6.078288950814108027e-01,2.011060601141914095e-01,8.769219611990507479e-01,1.465120756625947429e+00,9.362403683640037055e-01,-3.086915714273407926e-02
4.060000000000000275e-01,6.078931306680356306e-01,2.009375557422599934e-01,8.769452830894387541e-01,1.465420132277461152e+00,9.352578053942153247e-01,-3.078461509315781955e-02
4.080000000000000293e-01,6.079575797946494831e-01,2.007692334537151124e-01,8.769683524808566943e-01,1.465719184427976884e+00,9.342660030124283477e-01,-3.060589510812461791e-02
4.100000000000000311e-01,6.080222416949293551e-01,2.006010955882293889e-01,8.769912405017386003e-01,1.466017908920682622e+00,9.332649585149742633e-01,-3.028423062158130258e-02
4.120000000000000329e-01,6.080871154101724629e-01,2.004331444881487789e-01,8.770140377497167572e-01,1.466316301594016602e+00,9.322546732977354811e-01,-2.988130500519254121e-02
4.140000000000000346e-01,6.081521996326714197e-01,2.002653824970063723e-01,8.770366439120923507e-01,1.466614358284307862e+00,9.312351554080976479e-01,-2.951262268170190203e-02
4.160000000000000364e-01,6.082174927460896052e-01,2.000978119581334203e-01,8.770587695838818476e-01,1.466912074828244261e+00,9.302064190679941724e-01,-2.933506989537358958e-02
4.179999999999999827e-01,6.082829927497347411e-01,1.999304352129691320e-01,8.770801607899036956e-01,1.467209447065874972e+00,9.291684860174863614e-01,-2.946254100567689480e-02
4.199999999999999845e-01,6.083486971792162468e-01,1.997632545990456754e-01,8.771007702850549537e-01,1.467506470844190725e+00,9.281213869545852369e-01,-2.980881040565629830e-02
4.219999999999999862e-01,6.084146033692910960e-01,1.995962724488483664e-01,8.771207850250790639e-01,1.467803142019148854e+00,9.270651575153073809e-01,-3.013129705279577256e-02
4.239999999999999880e-01,6.084807088244272855e-01,1.994294910899720996e-01,8.771405575938215904e-01,1.468099456455395302e+00,9.259998323687912425e-01,-3.027430615373517472e-02
4.259999999999999898e-01,6.085470112493771566e-01,1.992629128454077025e-01,8.771604025020095508e-01,1.468395410025755909e+00,9.249254446377545014e-01,-3.025269847481917504e-02
4.279999999999999916e-01,6.086135084119984606e-01,1.990965400333578050e-01,8.771803634404240491e-01,1.468690998611563492e+00,9.238420280438963683e-01,-3.015090220659000925e-02
4.299999999999999933e-01,6.086801981677015805e-01,1.989303749671500476e-01,8.772002269162355592e-01,1.468986218102812158e+00,9.227496164716729732e-01,-3.010404762374449539e-02
4.319999999999999951e-01,6.087470784639229526e-01,1.987644199551769630e-01,8.772198044052638144e-01,1.469281064398263892e+00,9.216482438490068985e-01,-3.025341818436557556e-02
4.339999999999999969e-01,6.088141471749858313e-01,1.985986773002409167e-01,8.772392039010162845e-01,1.469575533406612733e+00,9.205379468410058719e-01,-3.053142786074576620e-02
4.359999999999999987e-01,6.088814020072630395e-01,1.984331492985413337e-01,8.772588584000486911e-01,1.469869621048283781e+00,9.194187664561818130e-01,-3.065627132271611308e-02
4.380000000000000004e-01,6.089488405076830535e-01,1.982678382386756366e-01,8.772792783764192803e-01,1.470163323257208443e+00,9.182907479672058892e-01,-3.048436596643885541e-02
4.400000000000000022e-01,6.090164600240726145e-01,1.981027464004755378e-01,8.773007135472696838e-01,1.470456635982891669e+00,9.171539416371565778e-01,-3.015352421768601604e-02
4.420000000000000040e-01,6.090842578413117048e-01,1.979378760543354931e-01,8.773230248758331351e-01,1.470749555191605440e+00,9.160084004859426754e-01,-2.981833344162563085e-02
4.440000000000000058e-01,6.091522316074536869e-01,1.977732294621492581e-01,8.773458342721538461e-01,1.471042076864724546e+00,9.148541730501170699e-01,-2.952136376755870942e-02
4.460000000000000075e-01,6.092203795121986509e-01,1.976088088789687836e-01,8.773687553955463736e-01,1.471334196995779386e+00,9.136913001649815680e-01,-2.931365754086606712e-02
4.480000000000000093e-01,6.092886999207117737e-01,1.974446165533229880e-01,8.773916164266537532e-01,1.471625911589889535e+00,9.125198210224531037e-01,-2.919726856547027322e-02
4.500000000000000111e-01,6.093571910211939002e-01,1.972806547261995169e-01,8.774146216296633272e-01,1.471917216665572958e+00,9.113397791759170197e-01,-2.899936023923006118e-02
4.520000000000000129e-01,6.094258508924281781e-01,1.971169256302711392e-01,8.774381959487314031e-01,1.472208108256120251e+00,9.101512214311504589e-01,-2.855041429498406808e-02
4.540000000000000147e-01,6.094946776280935063e-01,1.969534314895955707e-01,8.774625189950675530e-01,1.472498582410128209e+00,9.089541957129059213e-01,-2.789614210231079056e-02
4.560000000000000164e-01,6.095636692551429370e-01,1.967901745189997997e-01,8.774872736915947380e-01,1.472788635192593398e+00,9.077487524766953975e-01,-2.721165246118427417e-02
4.580000000000000182e-01,6.096328237509617276e-01,1.966271569235274463e-01,8.775118754051920433e-01,1.473078262685894257e+00,9.065349444214860775e-01,-2.666661533450441490e-02
4.600000000000000200e-01,6.097021393208540418e-01,1.964643808989804397e-01,8.775358160727374512e-01,1.473367460988828537e+00,9.053128215930609235e-01,-2.639245109332798156e-02
4.620000000000000218e-01,6.097716145974043656e-01,1.963018486332816781e-01,8.775588509752418886e-01,1.473656226214192344e+00,9.040824277428954892e-01,-2.638400080926023988e-02
4.640000000000000235e-01,6.098412484916898579e-01,1.961395623072889616e-01,8.775811028179769657e-01,1.473944554487334191e+00,9.028438028023788586e-01,-2.646017362511197610e-02
4.660000000000000253e-01,6.099110399282455797e-01,1.959775240945741681e-01,8.776030043453850737e-01,1.474232441946547123e+00,9.015969875107300302e-01,-2.643703107130683863e-02
4.680000000000000271e-01,6.099809878586593959e-01,1.958157361612609948e-01,8.776249645119229559e-01,1.474519884743357157e+00,9.003420231569869703e-01,-2.623988369087565387e-02
4.700000000000000289e-01,6.100510915106679422e-01,1.956542006668777756e-01,8.776470286169417712e-01,1.474806879041008045e+00,8.990789470637418068e-01,-2.585808798057789848e-02
4.720000000000000306e-01,6.101213504336998605e-01,1.954929197654261819e-01,8.776688408174149192e-01,1.475093421012562578e+00,8.978077916494023869e-01,-2.539653288959429350e-02
4.740000000000000324e-01,6.101917642168814826e-01,1.953318956053274602e-01,8.776898708127898185e-01,1.475379506840998056e+00,8.965285894352810203e-01,-2.510515799793730518e-02
4.760000000000000342e-01,6.102623322703646380e-01,1.951711303284716092e-01,8.777097540240536011e-01,1.475665132720895611e+00,8.952413770227214407e-01,-2.514440105621444654e-02
4.780000000000000360e-01,6.103330538842659525e-01,1.950106260694944305e-01,8.777285743201334034e-01,1.475950294859724732e+00,8.939461940717051691e-01,-2.542076751374131721e-02
4.799999999999999822e-01,6.104039283286486484e-01,1.948503849554591993e-01,8.777468339368176276e-01,1.476234989478408588e+00,8.926430814958211668e-01,-2.575781203249182319e-02
4.819999999999999840e-01,6.104749548639245571e-01,1.946904091055819686e-01,8.777651202407417141e-01,1.476519212811812309e+00,8.913320812695970652e-01,-2.603671390992334800e-02
4.839999999999999858e-01,6.105461327794954318e-01,1.945307006311189635e-01,8.777838237274704358e-01,1.476802961108943046e+00,8.900132357067915834e-01,-2.614468367552006886e-02
4.859999999999999876e-01,6.106174614299102466e-01,1.943712616354108247e-01,8.778030559742836525e-01,1.477086230632871144e+00,8.886865867684402565e-01,-2.603107228855974092e-02
4.879999999999999893e-01,6.106889401898026870e-01,1.942120942137443573e-01,8.778226298971255614e-01,1.477369017660975947e+00,8.873521768750967098e-01,-2.581004608443858081e-02
4.899999999999999911e-01,6.107605684681538527e-01,1.940532004532775634e-01,8.778421514512734225e-01,1.477651318485079024e+00,8.860100486244544271e-01,-2.563860256908986890e-02
4.919999999999999929e-01,6.108323458222867375e-01,1.938908372584084161e-01,8.778613268138070191e-01,1.477933129410702318e+00,8.846602426243594941e-01,-2.557580113595108937e-02
4.939999999999999947e-01,6.109042719314340397e-01,1.937157991933657342e-01,8.778802134295383697e-01,1.478214446756501932e+00,8.833027979351503189e-01,-2.563127736605038884e-02
4.959999999999999964e-01,6.109763463414528140e-01,1.935410705194643144e-01,8.778991187969404919e-01,1.478495266855633261e+00,8.819377568658915978e-01,-2.578333365907725314e-02
4.979999999999999982e-01,6.110485682318904654e-01,1.933666535072482151e-01,8.779183445865397228e-01,1.478775586058927560e+00,8.805651694465125301e-01,-2.592575722792552981e-02
5.000000000000000000e-01,6.111209364601176697e-01,1.931925504144637873e-01,8.779381300899256058e-01,1.479055400737784298e+00,8.791850926960386170e-01,-2.594282400612572814e-02
5.020000000000000018e-01,6.111934498667763727e-01,1.930187634857049028e-01,8.779587370385575351e-01,1.479334707284741368e+00,8.777975848610727327e-01,-2.578843965581539138e-02
5.040000000000000036e-01,6.112661075319871795e-01,1.928452949532990790e-01,8.779803760838152948e-01,1.479613502112050893e+00,8.764027004815485578e-01,-2.543086238800976520e-02
5.060000000000000053e-01,6.113389086748272083e-01,1.926721470377324164e-01,8.780029824995020382e-01,1.479891781650996219e+00,8.750004922421594777e-01,-2.488267182340589065e-02
5.080000000000000071e-01,6.114118523743442557e-01,1.924993219467276695e-01,8.780261641236735137e-01,1.480169542353373613e+00,8.735910163174488430e-01,-2.431254261826856777e-02
5.100000000000000089e-01,6.114849375707619439e-01,1.923268218743181268e-01,8.780494272609243867e-01,1.480446780692980857e+00,8.721743323804204140e-01,-2.393057362554180251e-02
5.120000000000000107e-01,6.115581633042338483e-01,1.921546490010851704e-01,8.780724152934575866e-01,1.480723493165235327e+00,8.707504989827898889e-01,-2.376123918883528072e-02
5.140000000000000124e-01,6.116315287486544516e-01,1.919828054945751927e-01,8.780950143265037200e-01,1.480999676286503863e+00,8.693195728518362531e-01,-2.366443143673992860e-02
5.160000000000000142e-01,6.117050330021903681e-01,1.918112935086942750e-01,8.781174406685046119e-01,1.481275326595075770e+00,8.678816129427571191e-01,-2.350800225543445837e-02
5.180000000000000160e-01,6.117786749358141707e-01,1.916401151823448334e-01,8.781402155884669991e-01,1.481550440653353951e+00,8.664366834252003047e-01,-2.322789132194909636e-02
5.200000000000000178e-01,6.118524532134971272e-01,1.914692726381466148e-01,8.781638161794889097e-01,1.481825015049910377e+00,8.649848533376057746e-01,-2.281347712200376687e-02
5.220000000000000195e-01,6.119263665333485314e-01,1.912987679823493492e-01,8.781882841733902323e-01,1.482099046399626641e+00,8.635261918653671653e-01,-2.228686519894345144e-02
5.240000000000000213e-01,6.120004140458543684e-01,1.911286033068550216e-01,8.782132445561736667e-01,1.482372531340443667e+00,8.620607600266274595e-01,-2.167466725005163034e-02
5.260000000000000231e-01,6.120745954600277372e-01,1.909587806918182917e-01,8.782381772959952926e-01,1.482645466529182388e+00,8.605886084236138434e-01,-2.105508406859996420e-02
5.280000000000000249e-01,6.121489105715456347e-01,1.907893022059103105e-01,8.782625744094563203e-01,1.482917848641119862e+00,8.591097864827066388e-01,-2.059715724043633539e-02
5.300000000000000266e-01,6.122233588972475493e-01,1.906201699047361808e-01,8.782860943056242098e-01,1.483189674372532574e+00,8.576243497257700632e-01,-2.040534515560952708e-02
5.320000000000000284e-01,6.122979399489114627e-01,1.904513858306256802e-01,8.783087965553020293e-01,1.483460940441032827e+00,8.561323543512185941e-01,-2.038390256293757044e-02
5.340000000000000302e-01,6.123726535252544956e-01,1.902829520139175390e-01,8.783310868722015163e-01,1.483731643583504622e+00,8.546338513614619714e-01,-2.039935433457413030e-02
5.360000000000000320e-01,6.124474995033980518e-01,1.901148704732003314e-01,8.783532968909480987e-01,1.484001780555716632e+00,8.531288906789697979e-01,-2.044609720236162387e-02
5.380000000000000338e-01,6.125224776863003040e-01,1.899471432147782912e-01,8.783754136581769512e-01,1.484271348133180624e+00,8.516175241982562039e-01,-2.051861568060125984e-02
5.400000000000000355e-01,6.125975880566116860e-01,1.897797722334405857e-01,8.783972275788428652e-01,1.484540343109915117e+00,8.500998006610827051e-01,-2.050771054523463713e-02
5.420000000000000373e-01,6.126728308824516134e-01,1.896127595137948318e-01,8.784186024165727691e-01,1.484808762296302209e+00,8.485757634605329836e-01,-2.034639676859792412e-02
5.440000000000000391e-01,6.127482064735224609e-01,1.894461070303581074e-01,8.784395790405822302e-01,1.485076602518941247e+00,8.470454555245519046e-01,-2.008614501709404809e-02
5.460000000000000409e-01,6.128237150683258916e-01,1.892798167470660098e-01,8.784602959381454523e-01,1.485343860621437972e+00,8.455089215998194963e-01,-1.977705489457340371e-02
5.480000000000000426e-01,6.128993568574016004e-01,1.891138906168982892e-01,8.784808273381179422e-01,1.485610533465006045e+00,8.439662077895925263e-01,-1.944739272701624319e-02
5.500000000000000444e-01,6.129751317822369483e-01,1.889483305804500191e-01,8.785010750769982613e-01,1.485876617930763643e+00,8.424173656746678507e-01,-1.921144397911982854e-02
5.520000000000000462e-01,6.130510394582289191e-01,1.887831385640818538e-01,8.785207809412818314e-01,1.486142110922705983e+00,8.408624539426984290e-01,-1.922856258073270957e-02
5.540000000000000480e-01,6.131270797021354246e-01,1.886183164808230284e-01,8.785396513683630948e-01,1.486407009366254472e+00,8.393015276125541657e-01,-1.952162529741675867e-02
5.560000000000000497e-01,6.132032530726466701e-01,1.884538662341414261e-01,8.785576157891178406e-01,1.486671310202197116e+00,8.377346268510330596e-01,-1.992500520975570844e-02
5.580000000000000515e-01,6.132795605715452014e-01,1.882897897201876170e-01,8.785750581306200901e-01,1.486935010383082290e+00,8.361617829771783583e-01,-2.023468448985190835e-02
5.600000000000000533e-01,6.133560028814892817e-01,1.881260888260286313e-01,8.785926569711614009e-01,1.487198106876057135e+00,8.345830341277382658e-01,-2.036617889317232297e-02
5.620000000000000551e-01,6.134325801185915861e-01,1.879627654265458581e-01,8.786109102312159580e-01,1.487460596667853352e+00,8.329984304466747647e-01,-2.034129270369739936e-02
5.640000000000000568e-01,6.135092920978584274e-01,1.877998213827091478e-01,8.786298978700322060e-01,1.487722476767560975e+00,8.314080286856735391e-01,-2.017491542219807324e-02
5.660000000000000586e-01,6.135861384301772858e-01,1.876372585403508764e-01,8.786493909835959570e-01,1.487983744208598580e+00,8.298118902390549945e-01,-1.987304731217088422e-02
5.680000000000000604e-01,6.136631184761488500e-01,1.874750787286817988e-01,8.786689637842677314e-01,1.488244396051098706e+00,8.282100821346981556e-01,-1.952181372902687950e-02
5.700000000000000622e-01,6.137402316443978378e-01,1.873132837603947720e-01,8.786881663506677098e-01,1.488504429381741101e+00,8.266026708455894711e-01,-1.924859613806813655e-02
5.720000000000000639e-01,6.138174777448992536e-01,1.871518754336740642e-01,8.787068881751098903e-01,1.488763841310523306e+00,8.249897148849408834e-01,-1.909346422519725417e-02
5.740000000000000657e-01,6.138948567369179043e-01,1.869908555328737287e-01,8.787254483559162610e-01,1.489022628969670636e+00,8.233712700009924168e-01,-1.902394010928220441e-02
5.760000000000000675e-01,6.139723681787968568e-01,1.868302258262360405e-01,8.787441992436546556e-01,1.489280789517302805e+00,8.217474006792294672e-01,-1.903436911156443367e-02
5.779999999999999583e-01,6.140500112107742936e-01,1.866699880634947739e-01,8.787632448456790257e-01,1.489538320141285954e+00,8.201181805618317222e-01,-1.911887312910513781e-02
5.799999999999999600e-01,6.141277850038097119e-01,1.865101439758925506e-01,8.787825520502853260e-01,1.489795218059204895e+00,8.184836830642396865e-01,-1.920118366624733175e-02
5.819999999999999618e-01,6.142056890034862660e-01,1.863506952775281778e-01,8.788020327231624851e-01,1.490051480516197513e+00,8.168439762185037978e-01,-1.919001602810668436e-02
5.839999999999999636e-01,6.142837228778355030e-01,1.861916436664392271e-01,8.788215656473251647e-01,1.490307104783215042e+00,8.151991237177760308e-01,-1.906821956062174778e-02
5.859999999999999654e-01,6.143618864401626523e-01,1.860329908252789100e-01,8.788412414133035533e-01,1.490562088155934051e+00,8.135491865015876956e-01,-1.888355592624733903e-02
5.879999999999999671e-01,6.144401794989721166e-01,1.858747384211820175e-01,8.788614855139742499e-01,1.490816427954972045e+00,8.118942258992136729e-01,-1.868053002930662385e-02
5.899999999999999689e-01,6.145186016490342684e-01,1.857168881044901632e-01,8.788827033410170353e-01,1.491070121527936054e+00,8.102343080467032665e-01,-1.844599249872198865e-02
5.919999999999999707e-01,6.145971522960579358e-01,1.855594415076027015e-01,8.789049254490081120e-01,1.491323166251269594e+00,8.085695033836892698e-01,-1.811585460317386223e-02
5.939999999999999725e-01,6.146758308602375820e-01,1.854024002449409236e-01,8.789278735997061442e-01,1.491575559530310180e+00,8.068998823454203162e-01,-1.765716078290485366e-02
5.959999999999999742e-01,6.147546368183747223e-01,1.852457659131471479e-01,8.789511442479556180e-01,1.491827298798969137e+00,8.052255144530858777e-01,-1.712032136320726719e-02
5.979999999999999760e-01,6.148335696612815537e-01,1.850895400910556321e-01,8.789743106229761516e-01,1.492078381519778674e+00,8.035464692012294075e-01,-1.658180768739883626e-02
5.999999999999999778e-01,6.149126289945275881e-01,1.849337243402233710e-01,8.789971132035701018e-01,1.492328805183038565e+00,8.018628138976066078e-01,-1.609038174075089894e-02
6.019999999999999796e-01,6.149918145671067204e-01,1.847783202056275664e-01,8.790196132606591384e-01,1.492578567305695270e+00,8.001746130268312385e-01,-1.569880544227386654e-02
6.039999999999999813e-01,6.150711260663954683e-01,1.846233292152369421e-01,8.790420638023953570e-01,1.492827665432030937e+00,7.984819326020481389e-01,-1.547695011533054867e-02
6.059999999999999831e-01,6.151505630249723966e-01,1.844687528790650011e-01,8.790646835647439872e-01,1.493076097135184854e+00,7.967848421537236936e-01,-1.544736070940719817e-02
6.079999999999999849e-01,6.152301249931589888e-01,1.843145926891791575e-01,8.790876013601635064e-01,1.493323860017139015e+00,7.950834110440173630e-01,-1.551837089147417234e-02
6.099999999999999867e-01,6.153098115797622780e-01,1.841608501199397396e-01,8.791109276569192277e-01,1.493570951708333761e+00,7.933777075812745716e-01,-1.548510636880944154e-02
6.119999999999999885e-01,6.153896222147853257e-01,1.840075266269225740e-01,8.791348189092441645e-01,1.493817369869399503e+00,7.916678040894284951e-01,-1.514781656146724914e-02
6.139999999999999902e-01,6.154695560464367166e-01,1.838546236452622828e-01,8.791594271661690163e-01,1.494063112193819265e+00,7.899537791229689354e-01,-1.449730831574161556e-02
6.159999999999999920e-01,6.155496121152288502e-01,1.837021425889616699e-01,8.791847107642206671e-01,1.494308176409038680e+00,7.882357137415458848e-01,-1.373989057934076920e-02
6.179999999999999938e-01,6.156297893836734092e-01,1.835500848503670568e-01,8.792103368250783202e-01,1.494552560277309317e+00,7.865136908665475435e-01,-1.309729843694460577e-02
6.199999999999999956e-01,6.157100864614649671e-01,1.833984517981055440e-01,8.792358397463274633e-01,1.494796261599003584e+00,7.847878011811263432e-01,-1.265938700756107267e-02
6.219999999999999973e-01,6.157905014552346179e-01,1.832472447741722577e-01,8.792608084549270453e-01,1.495039278217296319e+00,7.830581463735939440e-01,-1.241453172571188417e-02
6.239999999999999991e-01,6.158710321351225092e-01,1.830964650919413295e-01,8.792849712101589166e-01,1.495281608021361341e+00,7.813248355680503243e-01,-1.226534347709936322e-02
6.260000000000000009e-01,6.159516759955437903e-01,1.829461140345136350e-01,8.793083434271942167e-01,1.495523248949027106e+00,7.795879840152583062e-01,-1.203578702248443190e-02
6.280000000000000027e-01,6.160324300319456325e-01,1.827961928518072598e-01,8.793312877876107159e-01,1.495764198991452520e+00,7.778477178972689199e-01,-1.163044229889389006e-02
6.300000000000000044e-01,6.161132906999976511e-01,1.826467027574112112e-01,8.793541793663944839e-01,1.496004456198184007e+00,7.761041752098386537e-01,-1.115861543833518606e-02
6.320000000000000062e-01,6.161942542134660750e-01,1.824976449271104584e-01,8.793770162670846435e-01,1.496244018679525611e+00,7.743574993333124379e-01,-1.080846631802838929e-02
6.340000000000000080e-01,6.162753166519802095e-01,1.823490204980236506e-01,8.793995082519149298e-01,1.496482884607925223e+00,7.726078366835038569e-01,-1.069101885472252024e-02
6.360000000000000098e-01,6.163564737525540904e-01,1.822008305665689387e-01,8.794214433912613815e-01,1.496721052221243520e+00,7.708553411843455105e-01,-1.081224007444401593e-02
6.380000000000000115e-01,6.164377209180005313e-01,1.820530761864793956e-01,8.794428784866857862e-01,1.496958519825943856e+00,7.691001740635745598e-01,-1.100918424956770156e-02
6.400000000000000133e-01,6.165190534001147027e-01,1.819057583678579670e-01,8.794641389355359884e-01,1.497195285798610831e+00,7.673424998667509600e-01,-1.095792497805665386e-02
6.420000000000000151e-01,6.166004660560092665e-01,1.817588780748608246e-01,8.794856662028499583e-01,1.497431348589673750e+00,7.655824916892858267e-01,-1.049256577109217159e-02
6.440000000000000169e-01,6.166819529898199814e-01,1.816040615955008819e-01,8.795076692141707841e-01,1.497666706730386821e+00,7.638203388954670769e-01,-9.851563306396256270e-03
6.460000000000000187e-01,6.167635079673344789e-01,1.814366385681668581e-01,8.795298842281356055e-01,1.497901358836036589e+00,7.620562381241317018e-01,-9.390514458023632022e-03
6.480000000000000204e-01,6.168451252394464568e-01,1.812697202241965733e-01,8.795517368522296486e-01,1.498135303601627610e+00,7.602903754282945847e-01,-9.196357618677496876e-03
