lambda_min_GOE,lambda_min_GUE
-1.636598991361776223e-01,-1.302070489534350450e-01
-1.573079541931562964e-01,-1.217301091713670347e-01
-2.237552166557437161e-01,-1.509867762444302708e-01
-1.447279270252394556e-01,-2.575203045211098551e-01
-1.511410500049426009e-01,-1.229678951740827003e-01
-1.492261876865619563e-01,-1.614846792050013413e-01
-2.093572934566960420e-01,-1.910406874670248223e-01
-9.317239405651772666e-02,-1.136079242171523368e-01
-1.907029125998758734e-01,-1.780413419628581739e-01
-1.564318108331233248e-01,-2.282222622362981568e-01
-2.719801301496309609e-01,-2.374230658800211002e-01
-1.636777448614424868e-01,-1.484870177980885109e-01
-1.555644526401883387e-01,-1.428239113953814476e-01
-1.536501490050903307e-01,-1.804566372521944351e-01
-1.492526974955539487e-01,-1.850160729879768429e-01
-8.807645327849450423e-02,-1.279378693251556065e-01
-1.948804639314698495e-01,-2.702267360149670505e-01
-1.333668041551430150e-01,-1.322209223246778309e-01
-1.495336044868426917e-01,-1.691997629180319318e-01
-3.148694134709377201e-01,-2.424642895827974487e-01
-1.976021096624203111e-01,-1.919078684262243428e-01
-1.507833989430548971e-01,-1.392521487456897800e-01
-1.492810168751191879e-01,-1.429461719839039968e-01
-1.785018190371252533e-01,-1.034884478980049038e-01
-3.548179760693926932e-01,-2.360627293096423662e-01
-2.139392953093154637e-01,-1.945400113693816491e-01
-3.021247591990147141e-01,-1.578839262505974117e-01
-1.770151847787689026e-01,-1.292375690457631121e-01
-2.701145635409296086e-01,-2.533035093676901384e-01
-1.275291305443578271e-01,-1.673861835258753650e-01
-1.549473687151227130e-01,-1.632130873076165778e-01
-1.657136822107106444e-01,-2.134995814559691452e-01
-2.429668309813320382e-01,-1.622835443768413100e-01
-2.068305762434692885e-01,-1.502301279033772530e-01
-2.009935510720681218e-01,-1.800485040667173520e-01
-2.530667523942587427e-01,-2.456277725239000009e-01
-2.355154122090917235e-01,-1.769070926925663256e-01
-1.824963012011554531e-01,-1.973492775930989762e-01
-1.155833736034086040e-01,-1.322538867565062892e-01
-1.585067405135794361e-01,-1.177210710926995391e-01
-2.057145096338321710e-01,-1.618739549531748589e-01
-1.923315307801838625e-01,-3.131872395875182069e-01
-1.786602803611047063e-01,-1.871945169019971489e-01
-1.680148698079049208e-01,-1.362502185429504131e-01
-1.557331107510121770e-01,-1.586419791341312779e-01
-1.714505334904324052e-01,-1.727902515002570361e-01
-1.522661347210873262e-01,-1.654517117922775782e-01
-1.631765028040739751e-01,-1.544952832733623715e-01
-2.354256625779043155e-01,-2.122414580736494971e-01
-1.457257957954753436e-01,-2.142574227027593259e-01
-2.328754325044088969e-01,-1.932148556720302002e-01
-2.348634985414041754e-01,-1.952563723344592772e-01
-1.791942999532872283e-01,-1.390014832036680914e-01
-1.717802090045899288e-01,-1.518247537241825817e-01
-1.237256094395492584e-01,-2.032424231774045964e-01
-1.460383016616011720e-01,-1.461832054148725080e-01
-1.571602188712034609e-01,-1.540591160841644491e-01
-1.585330139632772362e-01,-1.460389515043950259e-01
-2.291960398377385633e-01,-1.293995813671054707e-01
-1.901804121961948868e-01,-1.233621076485847540e-01
-1.405960934069813151e-01,-1.837826441054521143e-01
-2.151214542464099377e-01,-1.783605208880516546e-01
-2.015218629010889495e-01,-1.505238812630430301e-01
-1.779276192307701343e-01,-1.825802991145144549e-01
-2.356475988662330434e-01,-1.742428815690556521e-01
-1.731295682514699674e-01,-1.230147960971166299e-01
-2.691177196510750047e-01,-1.676873157628767375e-01
-1.936589033437972618e-01,-1.443758026854150556e-01
-1.609538491540500604e-01,-2.319819098394104717e-01
-1.906042754908575387e-01,-2.424769914514888491e-01
-1.981360997421180992e-01,-1.905793018268888972e-01
-1.302172889418651003e-01,-1.889626736967513487e-01
-2.538612430417439558e-01,-1.743837422343408328e-01
-1.575675637935032847e-01,-1.841222587996897975e-01
-2.420060225506593665e-01,-1.856704623953604472e-01
-2.069514178673553806e-01,-2.158678839607668376e-01
-2.135543200646154438e-01,-1.751367267478607104e-01
-2.067623068762104721e-01,-2.316009477680569528e-01
-1.625670087305852718e-01,-2.017276808991242398e-01
-2.846522571788894229e-01,-2.388207060172959639e-01
-1.152042350643250057e-01,-1.708053995969573413e-01
-1.384865531074324640e-01,-1.290311873234121220e-01
-1.841946524674002994e-01,-1.717156732820482867e-01
-2.151136754278817620e-01,-1.988383019529976203e-01
-1.721859984080102990e-01,-1.587251189624947767e-01
-2.869822482946345898e-01,-1.997469746419420766e-01
-2.012804049117649097e-01,-2.185205427378583420e-01
-2.101684507332912122e-01,-1.313852137713481805e-01
-3.300334771518572685e-01,-1.911798460671516320e-01
-2.038078857781157327e-01,-1.300656789531177693e-01
-3.282735979318356367e-01,-2.318009108968828724e-01
-2.142564386454313685e-01,-2.046624012408236326e-01
-2.146089508814419955e-01,-1.637209645630994526e-01
-1.645858771461191361e-01,-1.402408315244438042e-01
-2.563887583938400105e-01,-1.839009414037713619e-01
-1.889015937447406368e-01,-2.382455860096625577e-01
-2.334699069759636758e-01,-2.026301972203997659e-01
-1.673094396171077580e-01,-1.528586437889845606e-01
-2.266414997318826341e-01,-2.694301220516405193e-01
-9.553040457924623363e-02,-1.727369478131537406e-01
-2.470985133836727798e-01,-2.189619245822393701e-01
-1.726913612115314467e-01,-2.023555948450136976e-01
-2.431465507322175534e-01,-1.539357880607742368e-01
-1.669596576713729963e-01,-2.455450092663789552e-01
-2.185592223176154592e-01,-2.005138485090943168e-01
-6.456198394345485925e-02,-1.996887168178889671e-01
-1.859209441147723352e-01,-1.183770919210129779e-01
-1.588275383873877233e-01,-1.522271140254348176e-01
-1.526323736378659146e-01,-2.281098185983060356e-01
-2.336198000983079059e-01,-1.680379724108866935e-01
-3.325005780338539108e-01,-2.764574967681434625e-01
-2.253879316273947331e-01,-2.333109414768399503e-01
-2.126788681273225623e-01,-1.661707327975288084e-01
-3.859056832094835965e-01,-2.384457768700598002e-01
-1.651733520130644339e-01,-1.344587932409704867e-01
-2.049696691813935046e-01,-1.862861892264066344e-01
-1.869271076505707174e-01,-2.016573032682014155e-01
-1.775178613133832628e-01,-1.911704969680206867e-01
-2.480716989348440427e-01,-2.059817827096832310e-01
-2.633227057279289296e-01,-2.001790489561379727e-01
-2.572821266935140794e-01,-1.895672364599000348e-01
-1.848924799381189144e-01,-1.566582788725678077e-01
-1.563961871994152264e-01,-1.317371917294710704e-01
-1.602206295558691318e-01,-1.676776745886079945e-01
-1.515933663978826229e-01,-1.653696317618447986e-01
-2.662360379531263366e-01,-2.260351301096532595e-01
-9.871272869602382150e-02,-9.838394058991416224e-02
-1.473905911879435926e-01,-1.007893153845595274e-01
-1.406790502918628949e-01,-1.332037617295240284e-01
-2.843963648458799343e-01,-1.951670330668340836e-01
-1.648055057638819210e-01,-1.253388470702394009e-01
-1.632642555879551260e-01,-1.449040216847646001e-01
-1.653053131715082058e-01,-1.249874588258943348e-01
-2.463058355475541694e-01,-2.239445927863314700e-01
-1.559320512234642908e-01,-1.608740664953974275e-01
-8.981729225180359877e-02,-1.387438032869661442e-01
-2.535934746384417293e-01,-1.983666418350978622e-01
-1.470145575779980007e-01,-1.836641322945810617e-01
-1.500346594874383821e-01,-2.331836725809506572e-01
-1.976093090320001910e-01,-1.787700023339499067e-01
-3.400616373405363491e-01,-2.562946219383235302e-01
-1.978987775607981003e-01,-2.183649188263694918e-01
-1.615872326270695047e-01,-1.979806474042532238e-01
-2.015126069731814629e-01,-1.913787577981655719e-01
-1.414028263926906948e-01,-1.497328011726086761e-01
-2.602882910688742446e-01,-1.918595496039293413e-01
-2.258219705557295010e-01,-1.259829938749401634e-01
-2.150727507686966689e-01,-1.179894623556410199e-01
-1.909366739940128732e-01,-1.611726440404903926e-01
-1.644797765333030626e-01,-1.705654901076143204e-01
-1.489164669570321453e-01,-1.670640439148260714e-01
-2.790607924135374285e-01,-2.009947834217936102e-01
-1.450242107422474169e-01,-1.958189747428111249e-01
-1.249052991074899588e-01,-8.344804199668798272e-02
-1.585140696505682734e-01,-2.527987592820923890e-01
-1.749258762152982316e-01,-1.692654165840169200e-01
-2.094581155259029881e-01,-1.978775217612465942e-01
-2.255553236617824919e-01,-1.836187592568397919e-01
-1.748300306659586745e-01,-1.373689902543434316e-01
-1.717069346932299234e-01,-1.500959703548986057e-01
-1.633636501897074156e-01,-1.891899353985777021e-01
-1.661932397187939336e-01,-2.357775798086927388e-01
-3.112884268693846823e-01,-2.004149196562775015e-01
-1.710880309519976217e-01,-2.189109509910620865e-01
-1.743381501971967285e-01,-1.737388021146175077e-01
-2.820951599064481785e-01,-2.457176163421696535e-01
-1.596592807813159709e-01,-1.396671182763498387e-01
-2.145249050660271439e-01,-1.719235576806417976e-01
-1.635567236715697592e-01,-1.719920415300189576e-01
-2.200564649846648291e-01,-2.004021513302842450e-01
-1.928868894351793428e-01,-1.552998335092446724e-01
-2.298512262193929678e-01,-1.981599688930721359e-01
-9.440979043240492474e-02,-1.273100386173839915e-01
-1.869312258907809832e-01,-2.583310715782061173e-01
-2.126788764788356545e-01,-1.642611123597937650e-01
-1.602056558412782439e-01,-1.526253430101658370e-01
-1.245930902412036578e-01,-1.850105288530589642e-01
-1.771866226257295951e-01,-2.105917987977443950e-01
-1.683330311352347619e-01,-1.170752845164385186e-01
-2.167959237328946354e-01,-2.655418543533143438e-01
-1.827444294507418743e-01,-2.182246290832923763e-01
-1.909352091613700231e-01,-1.772440175646292637e-01
-2.262336798705089635e-01,-1.981111116692693963e-01
-1.697054560312165339e-01,-1.322670597234142376e-01
-1.426647640329304356e-01,-1.681212749353141189e-01
-1.033425081952892566e-01,-1.514509169184119763e-01
-1.341983683078561695e-01,-1.765179504226389307e-01
-2.957595238433804452e-01,-1.623511251788822274e-01
-2.436101670391206397e-01,-1.754039984613544045e-01
-1.461795788010637198e-01,-1.044584558541205299e-01
-2.804779043751792211e-01,-2.600485894923872388e-01
-1.615581150644722908e-01,-1.718067769216669871e-01
-1.643908938273254128e-01,-2.043204869558020720e-01
-2.395744802305909416e-01,-2.057609407167151350e-01
-2.251851815542884327e-01,-1.570590675486074062e-01
-2.456012732257096542e-01,-1.680214976254834347e-01
-1.578610727423184201e-01,-1.635817625255554242e-01
-1.781541445428213577e-01,-1.456611506841289372e-01
-2.332801130125831124e-01,-1.985473588846999871e-01
-1.946988108221658631e-01,-2.091045988097894326e-01
-1.930542455614832342e-01,-1.835980352657557990e-01
-2.406033185887824777e-01,-1.871590482872939054e-01
-8.360117891759569209e-02,-1.143034943378450630e-01
-1.812624191996579925e-01,-1.594820876499336570e-01
-1.991394923084147395e-01,-1.565435650091496489e-01
-2.131195876743011697e-01,-1.750116296835749763e-01
-3.382903453380645131e-01,-2.187787978558531632e-01
-1.514688252676490432e-01,-1.490476201040111248e-01
-2.602000121450986359e-01,-1.946345901155689395e-01
-2.104599270493797969e-01,-1.699008719512972443e-01
-9.819072295802024064e-02,-1.306849851632908843e-01
-1.548663020260052647e-01,-1.811727987614452362e-01
-2.011870488387854095e-01,-1.671054287087678780e-01
-2.285427148708879252e-01,-2.315270987874629427e-01
-9.246045734045965636e-02,-1.328213689647923246e-01
-2.219030056920986149e-01,-1.703803363154773876e-01
-2.286333395066384444e-01,-2.300089041321345396e-01
-1.778786900142287353e-01,-1.795782343190462371e-01
-2.531569107902791327e-01,-1.708872306941413566e-01
-2.382203244364081152e-01,-1.482649964485117655e-01
-1.644625206987118116e-01,-1.413200829778426815e-01
-2.212799600590178439e-01,-1.725939277551533924e-01
-1.914362148303928035e-01,-1.734270041485327096e-01
-1.508527762293590535e-01,-1.441093244218951130e-01
-1.917136531883117945e-01,-1.747217501923771510e-01
-2.257736054149702132e-01,-2.261894708479834093e-01
-1.923108249990411189e-01,-2.526657318064430835e-01
-1.900881116184273689e-01,-1.438916596634793044e-01
-1.850993999942032731e-01,-1.903146454910944196e-01
-1.853907224842305523e-01,-1.493444202807646115e-01
-2.081557876503801197e-01,-1.715821006098381396e-01
-2.629266474549147303e-01,-2.547373280789978489e-01
-2.077729274195993237e-01,-1.718034404821801864e-01
-1.711673301464746721e-01,-2.125596754920499043e-01
-1.766590582745291016e-01,-1.655622005327879731e-01
-2.732407814908801025e-01,-1.774977013031144302e-01
-1.239200736553945498e-01,-1.525310182393793679e-01
-1.489725345009293711e-01,-2.299989267155340411e-01
-9.911440141341928967e-02,-1.993379840842034456e-01
-2.276332669312216006e-01,-1.244902279569211345e-01
-2.264382534458750096e-01,-1.929895048394470736e-01
-1.265953620571974025e-01,-2.175532978170762188e-01
-1.587855734195101343e-01,-1.427941103356044628e-01
-2.677496293255953175e-01,-2.187868021735518975e-01
-1.227241561390925023e-01,-9.333720224591041115e-02
-2.175024691029514567e-01,-2.004439543162979676e-01
-1.465000354037795938e-01,-1.755530345262919234e-01
-1.205137423299312005e-01,-1.717757098853072983e-01
-2.128223852825584239e-01,-2.056496924975671214e-01
-2.177496587806372341e-01,-1.664085981871996633e-01
-2.132196141833031244e-01,-1.603227654589387818e-01
-1.405088432340821092e-01,-1.387901169072134067e-01
-1.937368091425192840e-01,-1.848002676560354107e-01
-1.858216087432990882e-01,-1.529486034094278413e-01
-1.986414813325766970e-01,-1.552175252825155061e-01
-1.679517351981103801e-01,-1.316659438424356288e-01
-1.903858672885622438e-01,-1.465623228749059204e-01
-1.609434597842485104e-01,-1.589888685454512174e-01
-1.801382525348254326e-01,-1.940464463838544318e-01
-2.899511816622938332e-01,-2.684607729869651349e-01
-3.391904993928846479e-01,-2.970196654160660032e-01
-1.014313026227492143e-01,-1.748342753743442335e-01
-1.530316692877378704e-01,-2.068591766552663747e-01
-1.073205264688397026e-01,-1.281057063197503232e-01
-1.721237479021415773e-01,-1.919921634622092088e-01
-1.895511456591177646e-01,-1.299187386080417062e-01
-2.354456233996870540e-01,-1.893363380060974210e-01
-1.444799693486354675e-01,-1.681863081959971973e-01
-2.765947079378231477e-01,-2.237759587783494375e-01
-1.893981664930282638e-01,-1.704316636997144085e-01
-2.776970203022134376e-01,-2.108116610912781075e-01
-3.343846654420604692e-01,-2.263190208597505304e-01
-1.523526994820143532e-01,-1.659218724768289910e-01
-1.108869481789442335e-01,-1.192529023078081341e-01
-1.424532677523948354e-01,-2.062467228595163959e-01
-1.357927352876638627e-01,-1.538192759666182352e-01
-1.630806772612119204e-01,-1.516072214013592379e-01
-2.188171488230196693e-01,-1.788992834715942837e-01
-1.958210281702370270e-01,-1.762437229152888085e-01
-2.473184710383325435e-01,-2.321901196972138703e-01
-1.433239780041252465e-01,-1.741738199244909358e-01
-1.651529973684091046e-01,-1.365978144619428847e-01
-1.394822227698162553e-01,-1.298461523393445172e-01
-2.190566338566539983e-01,-1.645421768160313936e-01
-2.191784856794616321e-01,-1.577934040360715606e-01
-2.907202218759656898e-01,-1.459267772868261814e-01
-2.736434247283630050e-01,-2.547210161205893941e-01
-2.884649658769977698e-01,-1.900573166156599436e-01
-1.861941555948156690e-01,-1.888455394377548946e-01
-2.764180309216505149e-01,-2.425249250119822786e-01
-1.988481971559275530e-01,-1.368836536063675335e-01
-1.696867994150736414e-01,-1.870330643175245056e-01
-1.735690308948928395e-01,-1.644036861258051374e-01
-2.005501444637748099e-01,-1.910525125810456915e-01
-2.121541732194959784e-01,-1.818730517398713387e-01
-2.185096411084811452e-01,-2.108089569379870132e-01
-1.979870423700009485e-01,-1.647431171249306436e-01
-2.088963759907980500e-01,-2.332514245454886115e-01
-1.396313047953667563e-01,-1.461003285307095889e-01
-2.243482963679187814e-01,-1.842517298275827831e-01
-1.504166123681532075e-01,-1.411346560506854253e-01
-2.347809566485826727e-01,-1.793930809500342005e-01
-1.657305028182667062e-01,-1.427983594381713184e-01
-1.639946814870633374e-01,-1.724487813678808601e-01
-1.806774842720752505e-01,-2.021873042769750939e-01
-1.815217958958715572e-01,-1.626162774609093975e-01
-2.134988875142911635e-01,-1.822094895909464884e-01
-1.202048038515605155e-01,-1.779288558437981116e-01
-1.335371431496456263e-01,-1.938175405693363385e-01
-1.222051337964584899e-01,-1.885931212576525406e-01
-2.429250582701998618e-01,-2.154404117213355452e-01
-2.744918282249497743e-01,-1.998460009244263369e-01
-3.154930983363102848e-01,-2.260442991213300612e-01
-1.482612544842509261e-01,-1.856114889846547378e-01
-1.727894474393904534e-01,-1.516371009711386109e-01
-2.216977366622490675e-01,-2.001073288322722243e-01
-2.111678350279986849e-01,-1.542304527899290012e-01
-2.256166491968897847e-01,-1.560825548874950064e-01
-1.699965366069431105e-01,-1.673878905334511280e-01
-1.635702163328955627e-01,-1.776575722038044869e-01
-1.942232190314076290e-01,-1.742708786996957360e-01
-1.796738875963766191e-01,-2.060398316195403701e-01
-1.279931873644578888e-01,-1.437426174686417812e-01
-1.824602458919747650e-01,-1.855548403675390534e-01
-2.109348823646197135e-01,-2.098174766801327862e-01
-1.186162559171321934e-01,-1.429122078710746424e-01
-2.119300165333512509e-01,-1.155677767679610252e-01
-2.163644727921163191e-01,-1.812715933253893352e-01
-1.557678930312681453e-01,-1.605379363798020154e-01
-2.406774071679222415e-01,-2.036964745913486530e-01
-1.339324634835903360e-01,-1.662630771795847173e-01
-2.002589529193625761e-01,-1.954422960591087055e-01
-2.127136584921460738e-01,-1.537841056398399076e-01
-2.237821715003737721e-01,-2.008897960445321651e-01
-2.077188362240716957e-01,-2.487601096791395849e-01
-1.540447888125330289e-01,-1.845990634813357845e-01
-1.014547188323935145e-01,-1.154665574445122855e-01
-1.315118741540597103e-01,-1.243654973753528931e-01
-1.670271738801671069e-01,-1.755666792001428500e-01
-2.328612465614579574e-01,-2.807567488494819852e-01
-1.711450868224894395e-01,-1.574253974923814081e-01
-2.427773573623417391e-01,-2.051103696468892790e-01
-1.553372579890661409e-01,-1.813977145320523343e-01
-1.788139083755048708e-01,-1.753062823739507392e-01
-1.970088133451464163e-01,-2.074540317737920692e-01
-2.023653703279137406e-01,-1.745913700368849908e-01
-1.769313648196257083e-01,-1.609998531043546344e-01
-1.278891166142839542e-01,-1.596883147407550385e-01
-1.856199384270548203e-01,-2.207398358980660058e-01
-1.108294063767472915e-01,-1.316661174937700240e-01
-1.827379682926247861e-01,-2.303213777125071027e-01
-2.595646877455530799e-01,-2.135663670432679795e-01
-2.159646092800958928e-01,-2.081622963763489209e-01
-1.678168297641144391e-01,-1.337751712796505787e-01
-1.920241767739873096e-01,-1.963398553856395834e-01
-1.207638045131418369e-01,-1.832095315546720671e-01
-1.966829897934099236e-01,-1.900060412218193828e-01
-2.670768512721208299e-01,-1.989354615062649545e-01
-9.777879243736897763e-02,-2.093066412353937478e-01
-1.900647891424073754e-01,-1.414590552370625087e-01
-2.466765677560117109e-01,-1.972816289204054607e-01
-2.124243974748789010e-01,-1.539153665254215375e-01
-1.314419618348579011e-01,-2.221429584355212317e-01
-1.963338585458690166e-01,-1.875202801398512809e-01
-2.315922462867320286e-01,-1.511495789301448567e-01
-1.221203529449924052e-01,-9.135662152557430526e-02
-2.374628647899648948e-01,-1.496693337569043325e-01
-1.699785086756945840e-01,-1.693203911356754854e-01
-1.453377989873090026e-01,-1.962304050833849067e-01
-1.685455641571157182e-01,-2.580772302606587632e-01
-2.356361072652579103e-01,-2.003151860811744067e-01
-1.361883473298347580e-01,-1.818472050218158942e-01
-2.423058098051192599e-01,-1.791041347252893823e-01
-1.991654828290020940e-01,-1.952054236778809904e-01
-2.060618021530574995e-01,-1.908371880450505653e-01
-2.027214875809834338e-01,-1.685934496066157084e-01
-2.052129154454979398e-01,-2.006877805410061943e-01
-9.095792719195393283e-02,-1.184729900568550209e-01
-1.644549557003338047e-01,-1.663642513768098241e-01
-1.962071107442315276e-01,-1.569147378673252657e-01
-2.052478232126247748e-01,-2.029736673271088088e-01
-2.286044650097771858e-01,-2.199313099227873658e-01
-1.619056047076194993e-01,-1.457931911263481983e-01
-2.058940454897633110e-01,-1.465993767265141579e-01
-1.794681997052108291e-01,-1.767222503011214030e-01
-2.576687838386813034e-01,-1.923012610285192436e-01
-1.805490834988993654e-01,-1.672934071142906098e-01
-1.807240846320277150e-01,-1.573697199754677534e-01
-2.201809854147017131e-01,-1.637359187806567140e-01
-1.971389299204250878e-01,-1.774157044700097330e-01
-1.832441062289568434e-01,-1.594129230474465031e-01
-1.391538093626250305e-01,-1.837078312986226425e-01
-2.302901629562535413e-01,-1.969727529284130418e-01
-1.550976272042700888e-01,-2.249534308892912615e-01
-1.630397870711828012e-01,-1.700203894739674149e-01
-2.279633536584842191e-01,-1.973210394895118236e-01
-2.531372519975929047e-01,-1.949712851588145668e-01
-1.181305872352906572e-01,-1.333967545978645142e-01
-1.608893358274492424e-01,-1.855897683429415246e-01
-2.471858521504561867e-01,-1.730581077904079501e-01
-2.420379427902593639e-01,-2.254162330270722825e-01
-1.991349421819643140e-01,-1.649936615385249605e-01
-1.568338362840306921e-01,-1.845027945768537847e-01
-2.111628402454584774e-01,-1.608750558236707873e-01
-2.112732717192398468e-01,-2.869419773913720051e-01
-2.054811803555257610e-01,-1.741861922188997491e-01
-2.183498192839111729e-01,-1.772535462263842287e-01
-1.825151410476467118e-01,-1.447560278026974456e-01
-1.811219125602302749e-01,-1.998225862070457381e-01
-1.676983479678084143e-01,-1.544583259063790903e-01
-2.128447083109081817e-01,-1.669171156881988083e-01
-1.407594468596699289e-01,-1.633264124383309590e-01
-2.454808877809177559e-01,-1.698231198885854221e-01
-9.135095562853448592e-02,-1.369558303251056097e-01
-3.637493105841627661e-01,-2.549124882434751771e-01
-1.541587781886456787e-01,-1.292765911692081160e-01
-1.555332580567734546e-01,-1.608031198945047979e-01
-1.680470094568718986e-01,-1.417812890548621751e-01
-2.494254460638752058e-01,-1.386551361475039101e-01
-2.880274523504113282e-01,-2.290870228410197829e-01
-1.602258353300543281e-01,-1.534055792755897041e-01
-8.982834154039208430e-02,-1.985653249110506391e-01
-2.072021983230480924e-01,-1.962896172467045175e-01
-1.923920983224464143e-01,-2.048717602592507459e-01
-1.786903592899682092e-01,-1.134191769455515225e-01
-1.387154597639977671e-01,-1.191135975481981413e-01
-2.092754305124222558e-01,-1.472574430200020990e-01
-1.463849082162640147e-01,-2.054040749033641255e-01
-1.625887703444522936e-01,-1.889115712708917538e-01
-3.318829224148961976e-01,-1.807278137987431699e-01
-2.007445778129407776e-01,-1.731101425660632742e-01
-2.292668635873716942e-01,-1.366751409683395757e-01
-2.016580815602543042e-01,-1.985990796940585723e-01
-1.682780047982845306e-01,-2.268984674211476371e-01
-1.218191974185226234e-01,-1.253032431418088233e-01
-2.759007130155224363e-01,-1.975890931567013675e-01
-1.851517910518941379e-01,-1.772644887903352118e-01
-1.985233940284519827e-01,-1.799580936811892296e-01
-1.862868101722881531e-01,-1.438758848981296079e-01
-1.857931557050701565e-01,-1.849387769440970497e-01
-1.286292734872405141e-01,-1.607922386425588712e-01
-2.324743162924980400e-01,-2.118574943475168282e-01
-2.589455609932465596e-01,-2.129568912594622387e-01
-2.414634431945448245e-01,-1.751465558721717330e-01
-1.200217710314397945e-01,-1.368979643678186475e-01
-1.862716510552550886e-01,-1.915596665055347148e-01
-2.857105163718046126e-01,-2.067600563184193163e-01
-3.228778207410553658e-01,-2.340967834449330653e-01
-3.010486121558580419e-01,-2.147319461586308931e-01
-1.874578736264743417e-01,-1.762477766098984877e-01
-1.310465824235657328e-01,-1.926521462767321613e-01
-1.987931725962896468e-01,-1.544528299055866472e-01
-1.535160400366006039e-01,-1.561670350227678528e-01
-1.356869053620823051e-01,-1.375310716564141222e-01
-2.414239824612875174e-01,-1.891449146125865344e-01
-2.340858705120660577e-01,-1.925935561268428409e-01
-2.311179480357770655e-01,-1.828908420819672087e-01
-2.013813603244234973e-01,-1.573093076034784432e-01
-1.969756174118615366e-01,-1.701569540562918315e-01
-1.569678917793742023e-01,-1.724980395326471405e-01
-1.803233725861943804e-01,-2.399068995640352975e-01
-1.732967003600767164e-01,-1.204102861126315482e-01
-1.900145589974910898e-01,-1.867752154407551490e-01
-1.528073596018560132e-01,-1.148426852781328084e-01
-3.918403708915136896e-01,-2.957928962712313981e-01
-2.317271248761737790e-01,-1.803487836464388594e-01
-1.414183027112722035e-01,-1.730770745294095414e-01
-2.105361352354414572e-01,-2.354859734615997735e-01
-1.777644911466947364e-01,-1.785106362975397987e-01
-1.487010670975309201e-01,-1.561377195966843767e-01
-2.446272713505515950e-01,-2.259132757947364123e-01
-1.846089933111497439e-01,-1.535870967931677322e-01
-2.316382937096202743e-01,-1.575199597154505471e-01
-1.531719451201493387e-01,-1.188679266804834322e-01
-1.640463043377050345e-01,-1.547920818922873254e-01
-1.613754828281973031e-01,-1.541743516342433395e-01
-1.084983803196449270e-01,-1.720223236870210837e-01
-1.484909987781258545e-01,-1.511313003904311003e-01
-2.144165643642073071e-01,-1.811548592747641573e-01
-2.321014525440654730e-01,-2.362906578649623390e-01
-1.925733819979135175e-01,-2.019138378364605246e-01
-1.939379599640218832e-01,-1.751558545583539739e-01
-2.073949957181263626e-01,-1.695246839115787940e-01
-1.591866208640613511e-01,-2.208515753835699758e-01
-2.271017797880238720e-01,-1.740971230707388795e-01
-1.240937100360485212e-01,-1.202887215815510030e-01
-1.758086187182374693e-01,-1.625835645797223394e-01
-1.316949835575486338e-01,-1.908939977923551634e-01
-1.869057969757235704e-01,-1.336100262936570637e-01
-9.670166822434182741e-02,-1.489697923597766427e-01
-2.093889604426031892e-01,-1.878543595993361071e-01
-2.106806853303332394e-01,-1.962239112249902495e-01
-2.520233179746634300e-01,-1.990920830862587809e-01
-2.186747516238350952e-01,-1.897490654923204845e-01
-1.335515822831230548e-01,-1.450202901133694211e-01
-2.813133945763751642e-01,-1.823485147782938631e-01
-3.241235335126764205e-01,-1.733319903659664984e-01
-1.680360166790601240e-01,-1.985791124289517096e-01
-1.682268638565852514e-01,-1.629481236346191908e-01
-2.007309471596764316e-01,-2.222709056323295407e-01
-1.812635568051990387e-01,-1.878272541774787530e-01
-2.575459538792339576e-01,-2.116187042582642341e-01
-2.022118407297990583e-01,-1.697562476850701663e-01
-2.274021044519624613e-01,-2.034320288369120822e-01
-3.458986249849710926e-01,-1.847562164712861499e-01
-1.196914001078996093e-01,-1.525534621370726318e-01
-1.257029495542276998e-01,-1.524965727498893420e-01
-1.712311147405726486e-01,-1.489019564923800554e-01
-1.937244908240734198e-01,-1.840115230608011243e-01
-2.370637745039411992e-01,-1.963426788566858261e-01
-2.163435916639411816e-01,-1.499865550813399562e-01
-2.060611670220980074e-01,-1.631738412868589672e-01
-1.684773714258084865e-01,-1.669199724679794883e-01
-1.312412405370292912e-01,-1.267460763570880111e-01
-2.058173496028668503e-01,-1.577247846032392986e-01
-2.354098863127000729e-01,-2.270362767844954499e-01
-2.914291635980770234e-01,-2.570940025093806369e-01
-7.886058612008779722e-02,-1.508071024373779656e-01
-2.169177280474021141e-01,-2.041091359451554510e-01
-1.522097076914939728e-01,-1.632586558987910441e-01
-1.763149834733533372e-01,-1.187527178547470169e-01
-9.343721248206110497e-02,-1.837770540162446120e-01
-2.254042781773331894e-01,-1.800698338747947769e-01
-1.913099178502871978e-01,-1.989056050340354265e-01
-1.948289258075139030e-01,-1.619846607106793512e-01
-2.776524627991749372e-01,-1.951783765202931564e-01
-2.198616374734354562e-01,-2.262132238834773656e-01
-2.820388062490046810e-01,-1.944432077943209769e-01
-1.484559518883319662e-01,-1.553074624825759309e-01
-1.211296544416886611e-01,-1.344657912611480211e-01
-2.104706612324404591e-01,-1.647026489706043539e-01
-2.321902781658360948e-01,-2.167985367448390932e-01
-2.265560976756852973e-01,-1.682123407227770207e-01
-1.840666008394382380e-01,-1.772619227680110598e-01
-2.173767833050021248e-01,-1.763887515704610220e-01
-1.944471933179237333e-01,-1.964707270510729908e-01
-2.941885113771413596e-01,-2.345462147707499945e-01
