lambda_min_GOE,lambda_min_GUE
-2.423019165704365652e-01,-2.090666279764604174e-01
-1.456133947224397540e-01,-1.425491813405593278e-01
-2.862745308511780440e-01,-1.997383670666670608e-01
-1.612226759169950729e-01,-1.155917768488355091e-01
-2.358928454256430385e-01,-1.996558887405773808e-01
-2.517237271678538502e-01,-1.928447569252232652e-01
-2.001993855419002266e-01,-1.732657312015006001e-01
-3.679293926222451105e-01,-2.646385498003278602e-01
-3.379433678461049584e-01,-2.281421524868319228e-01
-3.172900605351794412e-01,-2.403566063484186555e-01
-2.641486926774697652e-01,-2.115180874010647860e-01
-2.070500932482369216e-01,-1.377639851686241201e-01
-2.257647685113558511e-01,-2.235599607940258471e-01
-1.498043065748419223e-01,-1.511198422390949425e-01
-2.881442675223936933e-01,-2.102921138988745886e-01
-1.256169797447720671e-01,-1.495159394307206124e-01
-1.628238315914502798e-01,-1.755625649780458708e-01
-1.346128326990306545e-01,-1.554520485848016886e-01
-1.611049518154924198e-01,-1.429741537356505054e-01
-1.415003795642452156e-01,-1.956289172276039767e-01
-1.492520109311773480e-01,-1.658644344695738015e-01
-1.387310031064810933e-01,-1.325308131319415939e-01
-2.187281830252005566e-01,-1.519560196422720388e-01
-2.362499146837913622e-01,-1.754231890467685684e-01
-2.457637036430633803e-01,-1.358536052135418670e-01
-2.173075326575117927e-01,-1.679653538544465252e-01
-2.873337111105273012e-01,-2.852435983556644294e-01
-1.377688437887496509e-01,-1.286269193318501369e-01
-1.675871827121273305e-01,-1.711594925262623357e-01
-1.789019290666497009e-01,-1.500856626492641510e-01
-1.134980161525765696e-01,-1.128372663783710067e-01
-1.515472811476033521e-01,-1.398613057265719883e-01
-2.681460398649305743e-01,-2.085526265772877919e-01
-1.807602409549277367e-01,-1.963464810081991252e-01
-1.779536569588611450e-01,-2.137056058777343781e-01
-2.264174896959866568e-01,-1.717546555876041103e-01
-1.037390599921413914e-01,-1.719510352456124491e-01
-1.639728034015598412e-01,-1.967446396987093671e-01
-1.547032787543045629e-01,-1.271528171710981370e-01
-3.284887520560916263e-01,-1.725789956933584668e-01
-1.356324605207648581e-01,-1.458837789433706789e-01
-1.244323867356583596e-01,-1.490562407139474632e-01
-2.593906305319912953e-01,-2.108036958729206378e-01
-1.230738882071348295e-01,-1.173423785474510816e-01
-1.685271456158059233e-01,-1.207121510395240543e-01
-1.290858070678128355e-01,-1.701501001130914792e-01
-1.733150283222198718e-01,-1.653447659644382284e-01
-8.831044845708116431e-02,-1.691577150694092146e-01
-1.884856089326256146e-01,-1.498063634502295460e-01
-2.243563750348295249e-01,-1.565071120655771031e-01
-1.846325689581512219e-01,-1.977014299704028533e-01
-1.687542393402526042e-01,-1.267583250874001477e-01
-1.437077982854308711e-01,-1.765273272210564071e-01
-1.991893701833921393e-01,-1.551773545379254160e-01
-1.454889539559601208e-01,-1.753243933180837211e-01
-2.484420121420464755e-01,-1.987287802489186572e-01
-1.508854386636815925e-01,-1.408598675907625497e-01
-3.013942002704920187e-01,-2.234455624311324773e-01
-2.361655767907338277e-01,-1.443310313303618753e-01
-2.321726796691121475e-01,-1.941369223090859686e-01
-1.865177692395265097e-01,-1.559268156272486661e-01
-1.238779551510708898e-01,-1.558281497938248938e-01
-2.103802991834046454e-01,-2.348880751466219108e-01
-1.547474785827127886e-01,-1.643909600385528580e-01
-1.923844363865516160e-01,-1.983183470022299999e-01
-1.991187738648444172e-01,-2.241819311073306453e-01
-1.950524228194588372e-01,-1.756455417382298545e-01
-1.325036196268983280e-01,-1.200701222902558624e-01
-2.320551311641256276e-01,-2.099455967289996505e-01
-2.617444977767278136e-01,-1.966961842064346988e-01
-2.169907822483984894e-01,-2.323056219899670705e-01
-2.090476902835607664e-01,-1.791600353946498914e-01
-1.378879960849901665e-01,-1.646822938187446350e-01
-1.586725290921474352e-01,-2.257782933832528371e-01
-2.634891929466485760e-01,-1.607801576638605567e-01
-1.796466285401034091e-01,-1.947550065453488299e-01
-2.063614077900558785e-01,-1.536255301495575154e-01
-1.974217803363539081e-01,-2.064711852205977916e-01
-1.555526804607336722e-01,-1.748874370238915343e-01
-2.115706756253052379e-01,-2.266424478886123473e-01
-2.009355619671329973e-01,-1.421196756907093794e-01
-1.754533517161803169e-01,-1.216452172843136559e-01
-1.896407263601853632e-01,-1.798435164838388389e-01
-1.636140341067183201e-01,-1.814887002581842268e-01
-2.746840767651040904e-01,-1.753619784463527620e-01
-1.709116818302133523e-01,-1.739953815709952833e-01
-1.904964782762335329e-01,-1.713552890555445907e-01
-2.281897132842665155e-01,-2.227403008992247524e-01
-1.162704704763579122e-01,-1.419224519232380188e-01
-1.966393716023813187e-01,-1.508998812468743955e-01
-2.366824626685844479e-01,-1.717613718858730654e-01
-1.770913022716039120e-01,-1.713042219330233595e-01
-2.618662201067037398e-01,-2.212102575380101854e-01
-2.579885407682245835e-01,-2.026449041718351440e-01
-1.743854748358768525e-01,-1.367145623943374633e-01
-3.367759058639864245e-01,-2.136285674128728385e-01
-2.970243433495487473e-01,-2.242403417701617774e-01
-2.428992710688442913e-01,-1.730589663658897992e-01
-1.523399708325701984e-01,-1.133379361216628467e-01
-2.772018326382911235e-01,-1.929750341817786374e-01
-1.819497781291375127e-01,-1.563941919485490328e-01
-1.192812297065108662e-01,-1.282101716782552692e-01
-1.974731246524314976e-01,-1.909773566236864784e-01
-1.356085478815592105e-01,-1.291245095633235529e-01
-2.283009425807153714e-01,-1.758305679440489711e-01
-1.390622205051244842e-01,-1.474910965923054706e-01
-1.759656787526419908e-01,-2.139573204425839759e-01
-1.269824239134511867e-01,-1.230306470451651563e-01
-1.652989195298289749e-01,-1.095363461880774353e-01
-2.589658416675908459e-01,-1.666047904373457733e-01
-1.795553234628279593e-01,-1.136374962296426566e-01
-1.758785140459190599e-01,-2.234390672323902094e-01
-2.307252072462110948e-01,-1.381104140153982252e-01
-2.835858568117064493e-01,-2.132577467816874073e-01
-2.161463670701005979e-01,-2.429485342225430333e-01
-3.121460591280755259e-01,-2.145626171037787189e-01
-2.445907028204948874e-01,-1.932121233542328231e-01
-2.068761056302497181e-01,-1.572719587793676432e-01
-1.736767668478495230e-01,-1.542343908046055478e-01
-1.812190283449951755e-01,-1.490455181568513809e-01
-2.008505151002901723e-01,-2.085713563312623919e-01
-2.691317943666034496e-01,-2.022578580542259974e-01
-1.110437728058801393e-01,-2.346507569973143859e-01
-1.836900856596065668e-01,-1.395510610699616239e-01
-1.030258355406430126e-01,-1.653549162184648202e-01
-1.695003650521157146e-01,-1.547965881788920528e-01
-1.952783525065381609e-01,-1.908331680928739837e-01
-1.772749784431953690e-01,-1.810233985129644507e-01
-1.044208804065853008e-01,-1.332371555994245615e-01
-1.425251563903446039e-01,-2.236292655044236355e-01
-2.153404420109646389e-01,-1.547716526165287265e-01
-2.163546785796391925e-01,-1.855557938596802681e-01
-9.981130024171135096e-02,-2.064146686027421296e-01
-2.232240562386625937e-01,-2.209572568512518653e-01
-2.056916079466181713e-01,-1.399931044989967122e-01
-1.471758067932686376e-01,-1.763011553402418774e-01
-1.885314474883843239e-01,-1.402822190176943318e-01
-1.527753004983353480e-01,-1.443603969493159889e-01
-2.732765973164023032e-01,-1.955872072940632866e-01
-2.885918107866609628e-01,-2.591282337080609288e-01
-2.554084787823080460e-01,-2.569741118308994654e-01
-2.261655370300336143e-01,-1.841481674050416406e-01
-3.011573853898495412e-01,-2.565077911468416905e-01
-1.888512738737854468e-01,-1.898306357774009467e-01
-1.953218998134486073e-01,-2.029764538459684353e-01
-2.109960274353115117e-01,-1.389975306066829897e-01
-1.861592272613762367e-01,-1.595407560266351721e-01
-2.310183770574014694e-01,-2.235665514399892417e-01
-1.920848815888431538e-01,-1.649436341453820454e-01
-1.980783190589379128e-01,-1.777924755312794147e-01
-1.567187300737749589e-01,-1.273550730618301652e-01
-1.992029405564348099e-01,-1.937318911747092642e-01
-1.539218369441449352e-01,-9.375485062712746176e-02
-1.591048680025533291e-01,-1.172187543778943769e-01
-2.350912167894415039e-01,-2.026868855549933679e-01
-2.010487252314321349e-01,-1.659458269172518763e-01
-1.869358138542656089e-01,-1.795220370877367855e-01
-1.667728769627606633e-01,-1.820632378348953084e-01
-1.011379199635605158e-01,-1.519779951407797536e-01
-1.768449432010824052e-01,-1.648259252132463215e-01
-1.460140845568157764e-01,-1.553471673684711507e-01
-1.577147818881307617e-01,-1.729727222979480783e-01
-2.681086799023593703e-01,-1.917562291695825150e-01
-1.583332422556008590e-01,-1.460132623379837014e-01
-1.975717672778650180e-01,-1.223011711872612067e-01
-2.022892788888299431e-01,-1.923746064101154174e-01
-7.969926036970681471e-02,-1.590171245238042874e-01
-1.264022833140921731e-01,-1.347604871594298703e-01
-1.529448033190492218e-01,-1.910312485437226093e-01
-1.354064128793402710e-01,-1.236576321362381353e-01
-1.688398743252926271e-01,-1.551176448602214764e-01
-1.552572156033254769e-01,-1.342113219940224422e-01
-1.503897592490867074e-01,-1.280441949678583491e-01
-1.667094031069406568e-01,-1.475347961124061635e-01
-2.443712786636554890e-01,-1.401720736453969107e-01
-1.978979691296409715e-01,-2.147146987360894765e-01
-2.766367688761430799e-01,-1.864152563216872616e-01
-2.183340454637777706e-01,-1.509452778984590182e-01
-2.221776911327376924e-01,-2.378560180015062420e-01
-2.254990719669776322e-01,-1.839589648346039441e-01
-1.319131840427066882e-01,-1.585285143372611449e-01
-2.452572188164266753e-01,-1.679637777106819108e-01
-2.007328421661486728e-01,-1.874720444361182570e-01
-2.715956471613265588e-01,-2.257662322191405779e-01
-1.815281856278749550e-01,-1.646186790388028398e-01
-1.930342754899251334e-01,-1.600022939338265060e-01
-1.113157185058424870e-01,-1.919879350735656798e-01
-2.800099600391289800e-01,-2.626974507105418466e-01
-2.211732551981901718e-01,-2.200664832909160762e-01
-1.474490452845497179e-01,-1.480954239246414783e-01
-2.241348811915753469e-01,-2.154775812981793992e-01
-2.489645199259982178e-01,-2.038091853380883112e-01
-1.672547010304998860e-01,-1.538528135099451744e-01
-1.266190079759840492e-01,-1.233062404914884863e-01
-2.531140267051552040e-01,-1.890878590365202283e-01
-1.796626373620590911e-01,-1.817972390641034997e-01
-1.895346433889212312e-01,-1.440430019179011201e-01
-2.055442735139976496e-01,-1.433001481411164957e-01
-1.977998900267412541e-01,-1.837977049274838182e-01
-1.518806178134313178e-01,-1.960034266814321691e-01
-1.810222831360917273e-01,-1.609605157094592398e-01
-2.250871200352798085e-01,-1.509323422416597726e-01
-2.082135764882931950e-01,-2.189994933330614568e-01
-1.541898298496514053e-01,-1.279363289674978477e-01
-2.279287630543772869e-01,-1.783723076423922027e-01
-2.023841929466613510e-01,-1.974888410255590809e-01
-1.895640892466191330e-01,-2.372967194003352542e-01
-1.756081553390766992e-01,-1.959290911432710613e-01
-2.129950048999456891e-01,-2.272630127222013685e-01
-2.486398851233082574e-01,-1.868206546400444645e-01
-1.311975371022795211e-01,-1.812776716158474577e-01
-2.232108022772291422e-01,-1.954854667254886935e-01
-2.537225935079784889e-01,-1.923625893434980083e-01
-1.750954087524249081e-01,-1.782688914009000480e-01
-2.437777321389503205e-01,-2.009741837727139491e-01
-1.845683132005594695e-01,-1.793980547675447790e-01
-1.370736512514852401e-01,-1.483328443149019293e-01
-2.255276490632553421e-01,-1.930879591945886542e-01
-1.812235083517357015e-01,-1.205979550811926981e-01
-2.054102289628783606e-01,-2.222863963128604015e-01
-2.040823770128524228e-01,-1.612711239335204438e-01
-2.034583757448097940e-01,-1.630507375082143606e-01
-2.098101744263687340e-01,-1.285468548757369989e-01
-1.733381060631342951e-01,-1.539204251838448279e-01
-1.644395690843609426e-01,-1.710667960542346377e-01
-1.530382206675929557e-01,-1.832281413464026676e-01
-2.018853633996725572e-01,-1.316258336420603470e-01
-2.466983272122513782e-01,-2.110861671807784390e-01
-1.328558204494732775e-01,-1.455433918478467592e-01
-1.443153507495369969e-01,-1.846248696859513483e-01
-2.495255574796556575e-01,-1.870686974850042927e-01
-1.804649861932567656e-01,-1.366589924784044896e-01
-1.699267047734497604e-01,-1.933153325335365269e-01
-1.776083585683833899e-01,-2.302815426896755446e-01
-2.074201243890271273e-01,-1.723465178302669432e-01
-2.094794503094484783e-01,-1.410664523648280377e-01
-1.743234839006182757e-01,-1.555018160954751150e-01
-2.256349366545726265e-01,-2.204158401259432298e-01
-1.919336387336980088e-01,-1.939566031595078011e-01
-2.069537965227216114e-01,-1.974802306370966321e-01
-1.730997270136926947e-01,-1.578390493261024319e-01
-1.919099736017942648e-01,-2.221396770782584351e-01
-2.138068970116203671e-01,-1.483128520364112857e-01
-3.276270114568202718e-01,-1.969431011326360226e-01
-2.718694037148997045e-01,-2.300775239437642394e-01
-1.870026556905591275e-01,-1.413977849739587178e-01
-1.983442325436093612e-01,-1.789503534333269641e-01
-1.636162749367634228e-01,-2.566437485144445474e-01
-1.693487240579990283e-01,-1.720994278397740829e-01
-1.776737887267504923e-01,-1.194696355877024607e-01
-1.870270889838376027e-01,-1.572356912975781951e-01
-2.005824010758270326e-01,-1.523479323068460678e-01
-2.882983815234057556e-01,-1.906448718728771807e-01
-1.632899985979270607e-01,-2.093678688590618897e-01
-1.663752001823017024e-01,-1.276390238227822493e-01
-1.802908023154573269e-01,-1.614357231080319199e-01
-1.319607900130578826e-01,-1.442646869601696691e-01
-1.778323946050088256e-01,-1.710244959254239305e-01
-2.012168052884016345e-01,-1.265110416838509388e-01
-1.317849981287210481e-01,-2.233899659159700180e-01
-1.592416189639001833e-01,-2.041440546482890528e-01
-1.947489213369691108e-01,-1.687471706285645356e-01
-1.371357746637703323e-01,-1.780633918000509852e-01
-1.543503906187373154e-01,-2.046044491848708069e-01
-1.601648195870520597e-01,-1.425989604750980688e-01
-1.906898966864541412e-01,-1.557582123266081642e-01
-1.861742071223441153e-01,-1.669386833346555854e-01
-2.155650005787227708e-01,-1.960165078541278860e-01
-2.249746418009016535e-01,-1.629970388339297138e-01
-3.136546528038238746e-01,-2.005576072974866730e-01
-1.946384998472669992e-01,-1.582406199141745684e-01
-2.297983064402625009e-01,-1.962356787568548255e-01
-2.031964056888060088e-01,-2.257247192571085193e-01
-2.201863363726482281e-01,-1.902825656333838877e-01
-2.073679955398448349e-01,-1.883317335459742115e-01
-2.145113076143514708e-01,-2.059630308749746119e-01
-3.129045343954292013e-01,-1.912958126944258319e-01
-1.126503668449566203e-01,-1.563342203416220599e-01
-2.051038532259421565e-01,-1.815201655763602484e-01
-2.155839020504362047e-01,-1.704470128450032151e-01
-1.701801160821097003e-01,-1.576801935100018148e-01
-1.214657320983739408e-01,-1.809483264658178214e-01
-2.736671961982233836e-01,-2.604193236103091169e-01
-2.059001141992167772e-01,-1.984230271849850014e-01
-2.384878967427486729e-01,-2.237812752345698097e-01
-2.277977589604287534e-01,-2.325776145635868319e-01
-1.478330554743134961e-01,-1.719373519839162978e-01
-2.407133136964714482e-01,-2.164520506458888216e-01
-2.064359259077697684e-01,-1.990741002462004527e-01
-1.653077215361068719e-01,-2.214926901393075576e-01
-2.176036237725405831e-01,-1.874293254709979428e-01
-1.614210694864158246e-01,-1.373868794508415481e-01
-1.963572263766820147e-01,-1.544239017508873268e-01
-1.724706814820931577e-01,-1.922946117012727385e-01
-1.491376869897229618e-01,-2.185375999276432113e-01
-3.173142130235871994e-01,-2.020449321119236474e-01
-2.728977663457706759e-01,-2.356442658158971470e-01
-1.508188618508734258e-01,-1.675405467275311033e-01
-2.223961175851312810e-01,-1.616188947739398141e-01
-1.382982569453695687e-01,-1.537206351163834805e-01
-1.473400144677398105e-01,-1.258033942437107588e-01
-2.168387865091982725e-01,-1.645751789860147307e-01
-1.884896863180008930e-01,-1.848517549144577943e-01
-2.025433856511721642e-01,-1.827969223817715871e-01
-2.265473577756409174e-01,-1.740178288147781194e-01
-1.740693688349251311e-01,-1.561421103424282808e-01
-1.390487444944260020e-01,-1.294371726702481240e-01
-2.679020202832346764e-01,-2.021983121978869480e-01
-2.172647780366161463e-01,-1.701925018001009260e-01
-1.708532968676774733e-01,-1.567522889992003510e-01
-8.981966726657772404e-02,-2.340964925080735171e-01
-3.460740032664718080e-01,-2.019667897263858480e-01
-2.416238800555661481e-01,-1.737408879388377125e-01
-3.049451815562317369e-01,-2.287722284417745833e-01
-2.941626243619410164e-01,-1.974851678591966475e-01
-2.388144649993759194e-01,-1.972083324568430218e-01
-2.710763737695346398e-01,-1.991463860632383398e-01
-2.029167132068469548e-01,-2.062167293131400292e-01
-2.445807695719810770e-01,-1.762862601853225630e-01
-1.552636359160798341e-01,-1.905025961064279183e-01
-2.569356018853866108e-01,-2.014249027673038483e-01
-2.452565647020077677e-01,-1.931119597848281189e-01
-2.125878618017840449e-01,-1.582427240328106166e-01
-2.190691984264475367e-01,-1.623162923485343967e-01
-1.499743447853288669e-01,-1.206748678713897710e-01
-2.089253103723520966e-01,-1.602092076228868178e-01
-3.397209675597271383e-01,-2.505680011722229428e-01
-1.673521029547887506e-01,-1.406493281672915041e-01
-1.327133858442525460e-01,-1.170281809896975417e-01
-1.800193097341718507e-01,-1.188653668388161555e-01
-1.524344007374719145e-01,-1.541135879681889975e-01
-1.315176980478187374e-01,-2.009627116382692313e-01
-1.773500794292731386e-01,-1.467285818084978488e-01
-2.649279090886685895e-01,-1.558288791179427146e-01
-1.577243212857658838e-01,-2.085452751073901545e-01
-2.044314853386728359e-01,-1.534302548412834755e-01
-2.799961191298563912e-01,-2.208033092836026445e-01
-1.928076469159800688e-01,-1.746299558183215805e-01
-1.797889100233000248e-01,-1.581480672357538364e-01
-2.359585392653541502e-01,-1.394822588097993088e-01
-1.802933676001495789e-01,-1.611967526900824621e-01
-1.572084511504772131e-01,-1.504251029777121107e-01
-1.851521749151516238e-01,-1.552861982076208514e-01
-1.709467079732668038e-01,-1.476834425071024970e-01
-1.515997267367598933e-01,-1.326373102862598297e-01
-2.103295562453313672e-01,-1.632561333882979193e-01
-1.569603568044659336e-01,-1.181075760019314885e-01
-1.845791932013913228e-01,-2.226305624953507922e-01
-2.652315145481096703e-01,-1.822028069050683208e-01
-2.021198594770023949e-01,-1.880706085958710472e-01
-1.567168886504475001e-01,-1.951134702905663321e-01
-2.117806949992806498e-01,-1.998863393920828901e-01
-1.901625441196808930e-01,-1.356882905700944331e-01
-2.199639652375667831e-01,-1.555989334588644413e-01
-1.336058253600184709e-01,-1.884060434307901488e-01
-1.218198304073516008e-01,-1.517925565537872334e-01
-2.286236870101972518e-01,-1.574143428555832558e-01
-1.524867709730909349e-01,-1.289816376702281608e-01
-1.895916581548801882e-01,-1.549588938319307052e-01
-1.306425744819310064e-01,-1.499970518052504975e-01
-1.487571638007679775e-01,-1.394714000397978271e-01
-2.504064918859310040e-01,-2.471128509441918863e-01
-2.154905056525164841e-01,-2.348681563104826620e-01
-1.939184907825188264e-01,-1.768324515452758261e-01
-2.392876129324466028e-01,-1.766680554734358366e-01
-2.349858875380065881e-01,-1.773236690963831963e-01
-2.293762384542784860e-01,-1.884242863288346503e-01
-1.728349900529860261e-01,-1.473704043221125415e-01
-1.596404573232705348e-01,-1.810399452772423479e-01
-2.962931070896508423e-01,-2.438714952011403481e-01
-1.720094353552676369e-01,-1.759331030318934674e-01
-3.666324830027616333e-01,-2.274941663517986157e-01
-2.410805884681910538e-01,-1.898949839330631995e-01
-2.045785139051857493e-01,-1.625756239389169466e-01
-2.366263963509775692e-01,-1.918006048539661612e-01
-1.226722227319571173e-01,-1.759360521904827779e-01
-2.134332071999685554e-01,-1.614146095940090231e-01
-1.795535629203684480e-01,-1.859014537194457750e-01
-2.283015726519323496e-01,-1.860734043529420068e-01
-1.980506734947870551e-01,-1.543581667759854059e-01
-1.705705932954616200e-01,-1.994433060201408481e-01
-1.700257095087561177e-01,-1.704619003914231434e-01
-1.811320631091177247e-01,-1.822218303202803591e-01
-2.073204579086978527e-01,-2.025840262963046479e-01
-2.034539191375384637e-01,-1.934715469108320152e-01
-1.735523348598288218e-01,-1.675116149244383346e-01
-1.597195379529586512e-01,-1.508806117487087317e-01
-1.739809135796875905e-01,-1.254353297665320999e-01
-2.075746753491805874e-01,-1.471230187806016332e-01
-2.559262568919121184e-01,-1.711351999871361940e-01
-2.782437381781497354e-01,-2.313213283371020057e-01
-2.009328005264281458e-01,-1.413589472034504635e-01
-2.328804953407507816e-01,-2.279882260557380969e-01
-3.014129995319872468e-01,-2.449146672172518302e-01
-1.004448087900693121e-01,-1.569448692362077069e-01
-1.934020488193302356e-01,-1.873985832934775830e-01
-1.840212517059560404e-01,-1.469303954979648275e-01
-1.872783230727215198e-01,-2.438311263484892466e-01
-1.767468413449412856e-01,-1.540626337025426118e-01
-1.601441516875188598e-01,-1.157062888578437032e-01
-2.594899061211917157e-01,-1.750321007093523229e-01
-2.471031387556323067e-01,-1.823624178637722748e-01
-2.833612259340818618e-01,-1.704528299373295475e-01
-2.710437609891543920e-01,-1.828558214129198944e-01
-2.052524143575787385e-01,-2.797557685184874909e-01
-1.638035751329515732e-01,-1.133536505458503513e-01
-1.383603122920079864e-01,-1.938799090731803676e-01
-1.428791679166380724e-01,-1.422430000549852191e-01
-1.409254718973649567e-01,-2.087551281205196341e-01
-2.077401876736911235e-01,-1.794282130728255265e-01
-1.501803532925695128e-01,-1.562700708700202057e-01
-1.989893023830820173e-01,-2.364532634012576073e-01
-1.733834952294549814e-01,-1.489241789286508688e-01
-2.049642344529492566e-01,-1.915038892237827528e-01
-1.403410106115356992e-01,-1.789959338180055481e-01
-1.849342450993751441e-01,-2.172807476057913023e-01
-2.256375823185460816e-01,-1.823046512907767758e-01
-2.278328036387237132e-01,-1.659684770680769639e-01
-1.922188731942699735e-01,-1.595306103848527224e-01
-2.242310414539964714e-01,-1.550129349626972464e-01
-1.388971344826234189e-01,-1.870040267721529148e-01
-2.567325337458342127e-01,-1.743431447045357685e-01
-2.131229223418835694e-01,-1.940150919809997265e-01
-1.960521266047876576e-01,-1.907471986743639603e-01
-1.445384337078473025e-01,-1.902865871066974635e-01
-2.044226566527129474e-01,-1.773200444801991960e-01
-2.281473114008336633e-01,-1.692357388623662307e-01
-2.190917995453380840e-01,-1.788279587858404573e-01
-2.357574000538446568e-01,-2.714378017614909044e-01
-2.553418810728819155e-01,-2.722599232044529138e-01
-2.042876778265036997e-01,-1.826892591260092236e-01
-1.678177078998288885e-01,-1.559897592684811318e-01
-1.487942761308920780e-01,-1.867764355289694145e-01
-3.088500636932153265e-01,-2.311116553722853684e-01
-1.126388295612354429e-01,-1.598004067361364078e-01
-1.915147404128790809e-01,-1.441128363912071442e-01
-2.126653363098835459e-01,-2.014027574317334424e-01
-2.135905557594033055e-01,-1.533217468536705874e-01
-1.588588108078693162e-01,-1.911442436745989792e-01
-1.938723365659413278e-01,-2.076812751849317074e-01
-1.787415258445019806e-01,-1.407176025037938372e-01
-1.653093932396576538e-01,-1.266403289117272457e-01
-1.926492240574939896e-01,-2.033218280278319967e-01
-2.013588925991675327e-01,-1.903943745380735353e-01
-1.865397934652751610e-01,-2.139140036996324268e-01
-3.031343922549410985e-01,-1.939858444826211281e-01
-1.982127467002711696e-01,-1.598139691812375529e-01
-2.434090911741653707e-01,-2.211823623259894234e-01
-1.334747769999846678e-01,-1.653562297286048366e-01
-1.848547231501355137e-01,-2.034060628931507742e-01
-2.375719954548298762e-01,-1.316435121829276911e-01
-2.009986795669151116e-01,-1.712535543528135584e-01
-1.971914103245570316e-01,-1.732955151057146148e-01
-1.349124029464716934e-01,-2.094132686730958426e-01
-2.217932444973444717e-01,-2.202287668451687330e-01
-2.499323581058126575e-01,-2.218886353950460799e-01
-1.893005337790717446e-01,-1.599026709948032643e-01
-1.324309869639025972e-01,-1.363145554047193175e-01
-1.264450419618612098e-01,-1.457893327535517980e-01
-1.960076210638935779e-01,-1.935279924307831967e-01
-1.469605213319126191e-01,-1.561323878888740413e-01
-1.935044067740886164e-01,-1.337131954792608324e-01
-1.947872375244483478e-01,-1.522881713863981079e-01
-2.010498412349319142e-01,-1.516237640539074838e-01
-2.553522693275838695e-01,-2.105670151610269658e-01
-1.570361629621959132e-01,-2.087211898042403146e-01
-2.680729326896329479e-01,-2.193118231658694461e-01
-2.376342912760652237e-01,-1.990511208445613356e-01
-1.869341176486748746e-01,-1.502394020633016636e-01
-1.686849550534766373e-01,-1.271137657374238616e-01
-1.723304803816123887e-01,-1.802679930074966297e-01
-1.766089314910565811e-01,-1.805738888909209361e-01
-2.030001247545540344e-01,-1.560001014662266705e-01
-1.707149362520634928e-01,-2.081664742922204048e-01
-1.398218821336029705e-01,-1.486628339991561687e-01
-2.600457913243289232e-01,-1.822584456921626239e-01
-1.665387156134973123e-01,-1.868641710615805418e-01
-1.266009419674082592e-01,-1.750772099692549932e-01
-2.597241704912171545e-01,-2.239928074771391220e-01
-1.703517032100920481e-01,-1.469441737221637845e-01
-1.986981417454538046e-01,-1.807764595477786562e-01
-1.635892619436198903e-01,-1.414954068889118233e-01
-1.494242881788354904e-01,-1.399647532653404969e-01
-2.013356800403861002e-01,-1.865400714897043344e-01
-3.178375145227941290e-01,-1.961365292113802228e-01
-1.340330178226891156e-01,-1.407758228824071145e-01
-1.581915169676570698e-01,-1.558950735134236321e-01
-9.885397298842932279e-02,-1.143534736032832955e-01
-2.515708565598863689e-01,-2.227666997941571414e-01
-1.688286521218275715e-01,-1.279937173769502834e-01
-2.735938382572893901e-01,-1.973835425661137344e-01
-2.228511568958201350e-01,-2.875059753952559638e-01
-1.857035240001987386e-01,-1.202926081450566703e-01
-1.959396646872172965e-01,-1.834180345381290211e-01
-1.287511450693402393e-01,-1.162523007426066735e-01
-1.644300321093867256e-01,-1.753274878403285886e-01
-2.917754499154431302e-01,-2.129060184649240184e-01
-1.693565392949345216e-01,-1.543707467888161267e-01
-1.649822777095291682e-01,-1.860815837771372383e-01
-2.147386198824137726e-01,-1.729859864102180900e-01
-1.992217851188252398e-01,-1.966798786710814984e-01
-2.229289051210746608e-01,-1.386513819369530054e-01
-1.939612566227746915e-01,-1.665775523344207310e-01
-3.629834767351469704e-01,-3.001888486104766218e-01
-2.239700140208260581e-01,-1.867809503887283562e-01
-2.783593113125307217e-01,-1.903788051537152193e-01
-1.783024707957605315e-01,-1.745957850234464148e-01
-2.312028091439734534e-01,-1.325797759450946800e-01
-1.515190648150989416e-01,-1.583839874342918841e-01
-1.245626127389199284e-01,-1.554051131046622625e-01
-2.274291604885922413e-01,-1.363614127568257839e-01
-2.321940127218670435e-01,-1.949596931902909391e-01
-2.630553773675718410e-01,-1.882878861758280342e-01
-2.871555546825534933e-01,-2.454187249081503375e-01
-1.731744739437030278e-01,-2.051031282929418054e-01
-2.278706395362680159e-01,-2.090188507350527747e-01
-2.226153531053428336e-01,-1.876126213032309753e-01
-2.911434418672849689e-01,-2.098018929113458775e-01
-1.718437467934998686e-01,-1.539922498784396521e-01
-1.460778909680945370e-01,-1.154943216157305469e-01
-1.777160543383883018e-01,-1.715051343267702533e-01
-1.683976624073324213e-01,-2.039648835510310398e-01
-2.063964174425515774e-01,-1.727196685496745210e-01
-2.311674487520703480e-01,-2.048112216557693155e-01
-1.857649540394531729e-01,-1.331988133611136382e-01
-1.070166674190210082e-01,-1.551826149947492794e-01
-1.903572167058530384e-01,-2.252075521375025424e-01
-2.486282486454122753e-01,-1.969410199038472975e-01
-2.652139487568402898e-01,-1.818067526554233149e-01
-1.888951657087438174e-01,-1.562378414603563803e-01
-3.474276188623101058e-01,-2.618180030584137397e-01
-1.835645286692171585e-01,-2.105365173682436086e-01
-1.854314615733888560e-01,-1.499103265265469553e-01
-3.069564082001585703e-01,-2.477954808973917289e-01
-1.600843371292532957e-01,-1.506799931330502218e-01
-2.222745664895440787e-01,-2.171996394731882107e-01
-2.150294197972109633e-01,-1.999165870069533057e-01
