t_ps,A_um_inv,Delta_fold_meV,lorentzian,folded_out
1.875000000000000000e+01,1.371296245400315916e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.880000000000000071e+01,1.371296247519761424e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.885000000000000142e+01,1.371296249639206932e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.890000000000000213e+01,1.371296251758652440e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
1.894999999999999929e+01,1.371296245898592003e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.900000000000000000e+01,1.371296248018037511e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.905000000000000071e+01,1.371296250137483019e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
1.910000000000000142e+01,1.371296244277422582e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.915000000000000213e+01,1.371296246396867868e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.920000000000000284e+01,1.371296248516313376e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.925000000000000000e+01,1.371296250635758884e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
1.930000000000000071e+01,1.371296244775698447e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.935000000000000142e+01,1.371296246895143955e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.940000000000000213e+01,1.371296249014589463e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.945000000000000284e+01,1.371296251134034971e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
1.950000000000000000e+01,1.371296245273974534e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.955000000000000071e+01,1.371296247393420042e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.960000000000000142e+01,1.371296249512865550e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.965000000000000213e+01,1.371296251632311058e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
1.970000000000000284e+01,1.371296245772250622e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.975000000000000000e+01,1.371296247891696130e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.980000000000000071e+01,1.371296250011141638e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
1.985000000000000142e+01,1.371296244151081201e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.990000000000000213e+01,1.371296246270526487e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
1.995000000000000284e+01,1.371296248389971995e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.000000000000000000e+01,1.371296250509417503e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.005000000000000071e+01,1.371296244649357066e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.010000000000000142e+01,1.371296246768802574e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.015000000000000213e+01,1.371296248888248082e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.020000000000000284e+01,1.371296251007693590e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.025000000000000000e+01,1.371296245147633153e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.030000000000000071e+01,1.371296247267078661e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.035000000000000142e+01,1.371296249386524169e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.040000000000000213e+01,1.371296251505969677e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.045000000000000284e+01,1.371296245645909240e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.050000000000000000e+01,1.371296247765354748e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.055000000000000071e+01,1.371296249884800256e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.060000000000000142e+01,1.371296252004245764e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.065000000000000213e+01,1.371296246144185327e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.070000000000000284e+01,1.371296248263630835e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.075000000000000000e+01,1.371296250383076343e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.080000000000000071e+01,1.371296244523015906e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.085000000000000142e+01,1.371296246642461414e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.090000000000000213e+01,1.371296248761906922e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.095000000000000284e+01,1.371296250881352430e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.100000000000000000e+01,1.371296245021291993e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.105000000000000071e+01,1.371296247140737501e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.110000000000000142e+01,1.371296249260183009e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.115000000000000213e+01,1.371296251379628517e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.120000000000000284e+01,1.371296245519568080e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.125000000000000000e+01,1.371296247639013588e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.130000000000000071e+01,1.371296249758459096e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.135000000000000142e+01,1.371296251877904604e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.140000000000000213e+01,1.371296246017844167e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.145000000000000284e+01,1.371296248137289675e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.150000000000000000e+01,1.371296250256735183e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.155000000000000071e+01,1.371296244396674746e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.160000000000000142e+01,1.371296246516120032e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.165000000000000213e+01,1.371296248635565540e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.170000000000000284e+01,1.371296250755011048e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.175000000000000000e+01,1.371296244894950611e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.180000000000000071e+01,1.371296247014396119e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.185000000000000142e+01,1.371296249133841627e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.190000000000000213e+01,1.371296251253287135e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.195000000000000284e+01,1.371296245393226698e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.200000000000000000e+01,1.371296247512672206e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.205000000000000071e+01,1.371296249632117714e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.210000000000000142e+01,1.371296251751563222e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.215000000000000213e+01,1.371296245891502785e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.220000000000000284e+01,1.371296248010948293e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.225000000000000000e+01,1.371296250130393801e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.230000000000000071e+01,1.371296244270333364e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.235000000000000142e+01,1.371296246389778650e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.240000000000000213e+01,1.371296248509224158e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.245000000000000284e+01,1.371296250628669666e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.250000000000000000e+01,1.371296244768609229e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.255000000000000071e+01,1.371296246888054737e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.260000000000000142e+01,1.371296249007500245e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.265000000000000213e+01,1.371296251126945753e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.270000000000000284e+01,1.371296245266885316e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.275000000000000000e+01,1.371296247386330824e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.280000000000000071e+01,1.371296249505776332e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.285000000000000142e+01,1.371296251625221840e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.290000000000000213e+01,1.371296245765161403e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.295000000000000284e+01,1.371296247884606911e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.300000000000000000e+01,1.371296250004052419e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.305000000000000071e+01,1.371296244143991983e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.310000000000000142e+01,1.371296246263437268e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.315000000000000213e+01,1.371296248382882776e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.320000000000000284e+01,1.371296250502328284e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.325000000000000000e+01,1.371296244642267848e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.330000000000000071e+01,1.371296246761713356e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.335000000000000142e+01,1.371296248881158863e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.340000000000000213e+01,1.371296251000604371e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.345000000000000284e+01,1.371296245140543935e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.350000000000000000e+01,1.371296247259989443e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.355000000000000071e+01,1.371296249379434951e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.360000000000000142e+01,1.371296251498880459e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.365000000000000213e+01,1.371296245638820022e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.370000000000000284e+01,1.371296247758265530e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.375000000000000000e+01,1.371296249877711038e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.380000000000000071e+01,1.371296251997156546e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.385000000000000142e+01,1.371296246137096109e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.390000000000000213e+01,1.371296248256541617e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.395000000000000284e+01,1.371296250375987125e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.400000000000000000e+01,1.371296244515926688e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.405000000000000071e+01,1.371296246635372196e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.410000000000000142e+01,1.371296248754817704e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.415000000000000213e+01,1.371296250874263212e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.420000000000000284e+01,1.371296245014202775e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.425000000000000000e+01,1.371296247133648283e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.430000000000000071e+01,1.371296249253093791e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.435000000000000142e+01,1.371296251372539299e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.440000000000000213e+01,1.371296245512478862e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.445000000000000284e+01,1.371296247631924370e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.450000000000000000e+01,1.371296249751369878e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.455000000000000071e+01,1.371296251870815386e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.460000000000000142e+01,1.371296246010754949e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.465000000000000213e+01,1.371296248130200457e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.470000000000000284e+01,1.371296250249645965e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.475000000000000000e+01,1.371296244389585528e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.480000000000000071e+01,1.371296246509030814e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.485000000000000142e+01,1.371296248628476322e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.490000000000000213e+01,1.371296250747921830e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.495000000000000284e+01,1.371296244887861393e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.500000000000000000e+01,1.371296247007306901e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.505000000000000071e+01,1.371296249126752409e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.510000000000000142e+01,1.371296251246197917e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.515000000000000213e+01,1.371296245386137480e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.520000000000000284e+01,1.371296247505582988e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.525000000000000000e+01,1.371296249625028496e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.530000000000000071e+01,1.371296251744474004e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.535000000000000142e+01,1.371296245884413567e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.540000000000000213e+01,1.371296248003859075e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.545000000000000284e+01,1.371296250123304583e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.550000000000000000e+01,1.371296244263244146e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.555000000000000071e+01,1.371296246382689432e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.560000000000000142e+01,1.371296248502134940e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.565000000000000213e+01,1.371296250621580448e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.570000000000000284e+01,1.371296244761520011e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.575000000000000000e+01,1.371296246880965519e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.580000000000000071e+01,1.371296249000411027e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.585000000000000142e+01,1.371296251119856535e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.590000000000000213e+01,1.371296245259796098e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.595000000000000284e+01,1.371296247379241606e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.600000000000000000e+01,1.371296249498687114e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.605000000000000071e+01,1.371296251618132622e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.610000000000000142e+01,1.371296245758072185e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.615000000000000213e+01,1.371296247877517693e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.620000000000000284e+01,1.371296249996963201e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.625000000000000000e+01,1.371296252116408709e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.630000000000000071e+01,1.371296246256348272e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.635000000000000142e+01,1.371296248375793780e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.640000000000000213e+01,1.371296250495239288e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.645000000000000284e+01,1.371296244635178851e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.650000000000000000e+01,1.371296246754624359e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.655000000000000071e+01,1.371296248874069867e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.660000000000000142e+01,1.371296250993515375e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.665000000000000213e+01,1.371296245133454939e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.670000000000000284e+01,1.371296247252900447e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.675000000000000000e+01,1.371296249372345954e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.680000000000000071e+01,1.371296251491791462e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.685000000000000142e+01,1.371296245631731026e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.690000000000000213e+01,1.371296247751176534e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.695000000000000284e+01,1.371296249870622042e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.700000000000000000e+01,1.371296251990067550e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.705000000000000071e+01,1.371296246130007113e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.710000000000000142e+01,1.371296248249452621e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.715000000000000213e+01,1.371296250368898129e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.720000000000000284e+01,1.371296244508837692e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.725000000000000000e+01,1.371296246628283200e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.730000000000000071e+01,1.371296248747728708e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.735000000000000142e+01,1.371296250867174216e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.740000000000000213e+01,1.371296245007113779e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.745000000000000284e+01,1.371296247126559287e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.750000000000000000e+01,1.371296249246004795e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.755000000000000071e+01,1.371296251365450303e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.760000000000000142e+01,1.371296245505389866e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.765000000000000213e+01,1.371296247624835374e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.770000000000000284e+01,1.371296249744280882e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.775000000000000000e+01,1.371296251863726390e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.780000000000000071e+01,1.371296246003665953e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.785000000000000142e+01,1.371296248123111461e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.790000000000000213e+01,1.371296250242556969e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.795000000000000284e+01,1.371296244382496532e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.800000000000000000e+01,1.371296246501941818e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.805000000000000071e+01,1.371296248621387326e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.810000000000000142e+01,1.371296250740832834e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.815000000000000213e+01,1.371296244880772397e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.820000000000000284e+01,1.371296247000217905e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.825000000000000000e+01,1.371296249119663413e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.830000000000000071e+01,1.371296251239108921e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.835000000000000142e+01,1.371296245379048484e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.840000000000000213e+01,1.371296247498493992e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.845000000000000284e+01,1.371296249617939500e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.850000000000000000e+01,1.371296251737385008e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.855000000000000071e+01,1.371296245877324571e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.860000000000000142e+01,1.371296247996770079e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.865000000000000213e+01,1.371296250116215587e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.870000000000000284e+01,1.371296244256155150e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.875000000000000000e+01,1.371296246375600436e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.880000000000000071e+01,1.371296248495045944e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.885000000000000142e+01,1.371296250614491452e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.890000000000000213e+01,1.371296244754431015e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.895000000000000284e+01,1.371296246873876523e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.900000000000000000e+01,1.371296248993322031e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.905000000000000071e+01,1.371296251112767539e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.910000000000000142e+01,1.371296245252707102e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.915000000000000213e+01,1.371296247372152610e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.920000000000000284e+01,1.371296249491598118e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.925000000000000000e+01,1.371296251611043626e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.930000000000000071e+01,1.371296245750983189e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.935000000000000142e+01,1.371296247870428697e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.940000000000000213e+01,1.371296249989874205e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.945000000000000284e+01,1.371296252109319713e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.950000000000000000e+01,1.371296246249259276e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.955000000000000071e+01,1.371296248368704784e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.960000000000000142e+01,1.371296250488150292e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.965000000000000213e+01,1.371296244628089855e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.970000000000000284e+01,1.371296246747535363e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.975000000000000000e+01,1.371296248866980871e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.980000000000000071e+01,1.371296250986426379e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
2.985000000000000142e+01,1.371296245126365942e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.990000000000000213e+01,1.371296247245811450e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
2.995000000000000284e+01,1.371296249365256958e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
3.000000000000000000e+01,1.371296251484702466e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
3.005000000000000071e+01,1.371296245624642030e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
3.010000000000000142e+01,1.371296247744087538e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
3.015000000000000213e+01,1.371296249863533045e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
3.020000000000000284e+01,1.371296251982978553e+00,2.460702995681999794e-01,5.935234407076802610e-01,0.000000000000000000e+00
3.025000000000000000e+01,1.371296246122918117e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
3.030000000000000071e+01,1.371296248242363625e+00,2.460703367687999688e-01,5.935253069445771690e-01,0.000000000000000000e+00
