# x  F
2.93566308  0.03892046
2.94767025  0.03836417
2.95967742  0.03781634
2.97168459  0.03727682
2.98369176  0.03674549
2.99569892  0.03622220
3.00770609  0.03570682
3.01971326  0.03519922
3.03172043  0.03469928
3.04372760  0.03420686
3.05573477  0.03372185
3.06774194  0.03324413
3.07974910  0.03277356
3.09175627  0.03231005
3.10376344  0.03185347
3.11577061  0.03140371
3.12777778  0.03096066
3.13978495  0.03052421
3.15179211  0.03009426
3.16379928  0.02967070
3.17580645  0.02925343
3.18781362  0.02884235
3.19982079  0.02843736
3.21182796  0.02803836
3.22383513  0.02764525
3.23584229  0.02725795
3.24784946  0.02687636
3.25985663  0.02650038
3.27186380  0.02612994
3.28387097  0.02576494
3.29587814  0.02540529
3.30788530  0.02505092
3.31989247  0.02470174
3.33189964  0.02435767
3.34390681  0.02401862
3.35591398  0.02368452
3.36792115  0.02335530
3.37992832  0.02303087
3.39193548  0.02271116
3.40394265  0.02239610
3.41594982  0.02208561
3.42795699  0.02177963
3.43996416  0.02147809
3.45197133  0.02118090
3.46397849  0.02088802
3.47598566  0.02059937
3.48799283  0.02031489
3.50000000  0.02003451
